"","Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Archipielago","Phylogeny","Data_source_type","imputed","SPID"
"2360","Xu et al. 2013","ES60","CC28","China (Zhejiang province)","Zhoushan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,3.91322575213453,0.316588048269014,0.619221693241517,125,26,-0.149820631473395,0.00100185476008944,122.121,30.059,0.657601176389883,2.67089495352021,0.954290761701127,0.478612109375,-1.93870371041364,16.4111042022705,2.90208705528113,3.10209739847876,"No","Conspecific","Island rule","No","SP23"
"2361","Matsui et al. 2007","ES61","CC29","Guangzhou, China","Ishigakijima","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya sakishimensis",NA,"Both","SVL",5.22187535029842,14.6071388334897,0.669194241957028,1.61651566151807,5,38,1.02865377052514,0.00360688098108354,124.197,24.414,0.71782650070721,2.34740808371225,2.66931781053189,0.6272091796875,-1.77575586272411,23.1909770965576,2.59989795716094,3.33041174194912,"No","Phylogeny: Matsui, M., Toda, M. & Ota, H. A new species of frog allied to Fejervarya limnocharis from the Southern Ryukyus, Japan (Amphibia: Ranidae). Current Herpetology 26, 65-79","No island rule","No","SP23"
"2362","Maddock 2016","ES62","CC30","Mahé (Seychelles)","Félicité","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia alternans","Grandisonia alternans","Grandisonia alternans",NA,"Unsexed","TL",3.25056259371122,3.23582568769962,1.15046633729772,0.774551690681227,24,7,-0.00454395596716063,0.013404648351337,55.873,-4.326,0.511958533347857,0.428134794028789,1.7226421477302,0.63437734375,-1.80485925216707,27.0118064880371,1.84053119907823,3.35732298270962,"No","Conspecific","No island rule","No","SP24"
"2363","Maddock 2016","ES63","CC30","Mahé (Seychelles)","Frégate","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia alternans","Grandisonia alternans","Grandisonia alternans",NA,"Unsexed","TL",3.25056259371122,5.55600578557928,1.15046633729772,0.751531561504751,24,28,0.536051379094649,0.00587283528996636,55.94,-4.5865,0.511958533347857,0.315970345456918,1.6532221646566,0.55613583984375,-1.39694785060749,26.988468170166,1.84429967564806,3.36147859653593,"No","Conspecific","No island rule","No","SP24"
"2364","Maddock 2016","ES64","CC30","Mahé (Seychelles)","La Digue","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia alternans","Grandisonia alternans","Grandisonia alternans",NA,"Unsexed","TL",3.25056259371122,3.89262328942451,1.15046633729772,0.715582426690572,24,3,0.180255210690236,0.0164839237441085,55.838,-4.36,0.511958533347857,1,1.66746229245581,0.63437734375,-1.80485925216707,27.0118064880371,1.84053119907823,3.35732298270962,"No","Conspecific","No island rule","No","SP24"
"2365","Maddock 2016","ES65","CC30","Mahé (Seychelles)","Praslin","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia alternans","Grandisonia alternans","Grandisonia alternans",NA,"Unsexed","TL",3.25056259371122,5.80681512878522,1.15046633729772,0.42913785755813,24,3,0.58020416284056,0.00703991126028319,55.73,-4.323,0.511958533347857,1.57978359661681,1.57288321419716,0.6878533203125,-1.94445679391101,26.7956714630127,1.87150894294456,3.35919021770369,"No","Conspecific","No island rule","No","SP24"
"2366","Maddock 2016","ES66","CC30","Mahé (Seychelles)","Silhouette","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia alternans","Grandisonia alternans","Grandisonia alternans",NA,"Unsexed","TL",3.25056259371122,4.25983509736953,1.15046633729772,0.294879214139632,24,34,0.270402362876505,0.0053603238949223,55.233,-4.485,0.511958533347857,1.30319605742049,1.33447385691154,0.677000830078125,-1.70056375660062,26.5780200958252,1.86012644562276,3.35120666330274,"No","Conspecific","No island rule","No","SP24"
"2367","Maddock 2016","ES67","CC31","Mahé (Seychelles)","Félicité","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia larvata","Grandisonia larvata","Grandisonia larvata",NA,"Both","TL",1.86685074368838,3.54466328677072,0.26143165235947,0.371009089434429,14,7,0.641190255996417,0.00296580163289299,55.873,-4.326,0.271109597122238,0.428134794028789,1.7226421477302,0.63437734375,-1.80485925216707,27.0118064880371,1.84053119907823,3.35732298270962,"No","Conspecific","No island rule","No","SP25"
"2368","Maddock 2016","ES68","CC31","Mahé (Seychelles)","La Digue","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia larvata","Grandisonia larvata","Grandisonia larvata",NA,"Both","TL",1.86685074368838,2.35800645910361,0.26143165235947,0.269954305436728,14,14,0.233563624439832,0.00233696410536462,55.838,-4.36,0.271109597122238,1,1.66746229245581,0.63437734375,-1.80485925216707,27.0118064880371,1.84053119907823,3.35732298270962,"No","Conspecific","No island rule","No","SP25"
"2369","Maddock 2016","ES69","CC31","Mahé (Seychelles)","Praslin","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia larvata","Grandisonia larvata","Grandisonia larvata",NA,"Both","TL",1.86685074368838,2.05328194068033,0.26143165235947,0.262015784200432,14,4,0.0951865427733557,0.00547174584476996,55.73,-4.323,0.271109597122238,1.57978359661681,1.57288321419716,0.6878533203125,-1.94445679391101,26.7956714630127,1.87150894294456,3.35919021770369,"No","Conspecific","No island rule","No","SP25"
"2370","Maddock 2016","ES70","CC31","Mahé (Seychelles)","Sainte Anne","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia larvata","Grandisonia larvata","Grandisonia larvata",NA,"Both","TL",1.86685074368838,2.85684884821033,0.26143165235947,0.326168473547937,14,4,0.425466299176118,0.0046595153327892,55.504,-4.605,0.271109597122238,1.15228834438306,0.477265995424853,0.444915869140625,-1.86043904483796,26.9426002502441,1.8453381953877,3.36133489028187,"No","Conspecific","No island rule","No","SP25"
"2371","Maddock 2016","ES71","CC31","Mahé (Seychelles)","Silhouette","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia larvata","Grandisonia larvata","Grandisonia larvata",NA,"Both","TL",1.86685074368838,2.98182064500721,0.26143165235947,0.190610703537982,14,6,0.468281151759591,0.00208182935109676,55.233,-4.485,0.271109597122238,1.30319605742049,1.33447385691154,0.677000830078125,-1.70056375660062,26.5780200958252,1.86012644562276,3.35120666330274,"No","Conspecific","No island rule","No","SP25"
"2372","Maddock 2016","ES72","CC32","Mahé (Seychelles)","Praslin","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia sechellensis","Grandisonia sechellensis","Grandisonia sechellensis",NA,"Both","TL",2.77676721008385,2.9861543032367,0.267960870327618,0.26643076634581,19,2,0.0726989963774291,0.00447041463246543,55.73,-4.323,0.443539472255215,1.57978359661681,1.57288321419716,0.6878533203125,-1.94445679391101,26.7956714630127,1.87150894294456,3.35919021770369,"No","Conspecific","No island rule","No","SP26"
"2373","Maddock 2016","ES73","CC32","Mahé (Seychelles)","Silhouette","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia sechellensis","Grandisonia sechellensis","Grandisonia sechellensis",NA,"Both","TL",2.77676721008385,2.63084420741002,0.267960870327618,0.24443330165912,19,20,-0.0539825908756995,0.000921747727079617,55.233,-4.485,0.443539472255215,1.30319605742049,1.33447385691154,0.677000830078125,-1.70056375660062,26.5780200958252,1.86012644562276,3.35120666330274,"No","Conspecific","No island rule","No","SP26"
"2374","Bell et al. 2016, Lotters et al. 2004","ES74","CC33","Kenya","Principe","Amphibians","Anura","Hyperoliidae","Hyperolius cinnamomeoventris","Hyperolius cinnamomeoventris","Hyperolius drewesi",NA,"Both","SVL",1.12364975944348,1.97398789680069,0.075459818810274,0.131885767946807,118,17,0.563473708690929,0.000300797507382889,7.4,1.626,0.0506309631507822,2.13353890837022,2.33365077086291,0.4961466796875,-1.47387184563869,25.1661548614502,1.89407536003192,3.31952453204368,"No","Phylogeny in Bell, R. C., Drewes, R. C., & Zamudio, K. R. (2015). Reed frog diversification in the Gulf of Guinea: Overseas dispersal, the progression rule, and in situ speciation. Evolution, 69(4), 904-915.","No island rule","No","SP27"
"2375","Bell and Irian 2019, Lotters et al. 2004","ES75","CC34","Kenya","Sao Tome","Amphibians","Anura","Hyperoliidae","Hyperolius cinnamomeoventris","Hyperolius cinnamomeoventris","Hyperolius molleri",NA,"Both","SVL",1.12364975944348,1.92442430196358,0.075459818810274,0.197972262126228,118,33,0.538044758101272,0.000358915389685729,6.616,0.234,0.0506309631507822,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"No","Phylogeny in Bell, R. C., Drewes, R. C., & Zamudio, K. R. (2015). Reed frog diversification in the Gulf of Guinea: Overseas dispersal, the progression rule, and in situ speciation. Evolution, 69(4), 904-915.","No island rule","No","SP27"
"2376","Bell and Irian 2019, Lotters et al. 2004","ES76","CC34","Kenya","Sao Tome","Amphibians","Anura","Hyperoliidae","Hyperolius cinnamomeoventris","Hyperolius cinnamomeoventris","Hyperolius thomensis",NA,"Both","SVL",1.12364975944348,6.40781412039474,0.075459818810274,0.541152398738983,118,7,1.74093610092138,0.00105709571089149,6.616,0.234,0.0506309631507822,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"No","Phylogeny in Bell, R. C., Drewes, R. C., & Zamudio, K. R. (2015). Reed frog diversification in the Gulf of Guinea: Overseas dispersal, the progression rule, and in situ speciation. Evolution, 69(4), 904-915.","No island rule","No","SP27"
"2377","Maddock 2016","ES77","CC35","Mahé (Seychelles)","Praslin","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia brevis","Hypogeophis brevis","Hypogeophis brevis",NA,"Both","TL",0.299848353455009,0.223628962206568,0.084139015274858,0.0666535154049815,39,15,-0.293288598614453,0.0079413702486947,55.73,-4.323,-0.523098331643168,1.57978359661681,1.57288321419716,0.6878533203125,-1.94445679391101,26.7956714630127,1.87150894294456,3.35919021770369,"No","Conspecific","No island rule","No","SP28"
"2378","Maddock 2016","ES78","CC36","Mahé (Seychelles)","Curieuse","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus",NA,"Both","TL",4.42487221338482,7.83953516987043,0.972315302682459,0.583640838981101,106,6,0.571938143335486,0.00137928010916528,55.723,-4.283,0.645900733152899,0.46686762035411,1.62325963061961,0.5920404296875,-1.83566067037655,27.0739860534668,1.84780351002692,3.35874363358381,"No","Conspecific","No island rule","No","SP29"
"2379","Maddock 2016","ES79","CC36","Mahé (Seychelles)","Félicité","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus",NA,"Both","TL",4.42487221338482,4.63663868043625,0.972315302682459,0.560627245082983,106,20,0.0467482816859584,0.00118651020797061,55.873,-4.326,0.645900733152899,0.428134794028789,1.7226421477302,0.63437734375,-1.80485925216707,27.0118064880371,1.84053119907823,3.35732298270962,"No","Conspecific","No island rule","No","SP29"
"2380","Maddock 2016","ES80","CC36","Mahé (Seychelles)","Frégate","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus",NA,"Both","TL",4.42487221338482,5.3959836555471,0.972315302682459,1.25477062183956,106,40,0.198413509634894,0.00180736612247838,55.94,-4.5865,0.645900733152899,0.315970345456918,1.6532221646566,0.55613583984375,-1.39694785060749,26.988468170166,1.84429967564806,3.36147859653593,"No","Conspecific","No island rule","No","SP29"
"2381","Maddock 2016","ES81","CC36","Mahé (Seychelles)","La Digue","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus",NA,"Both","TL",4.42487221338482,8.35851861115691,0.972315302682459,1.32102229271711,106,45,0.636039812060732,0.00101059121850605,55.838,-4.36,0.645900733152899,1,1.66746229245581,0.63437734375,-1.80485925216707,27.0118064880371,1.84053119907823,3.35732298270962,"No","Conspecific","No island rule","No","SP29"
"2382","Maddock 2016","ES82","CC36","Mahé (Seychelles)","Praslin","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus",NA,"Both","TL",4.42487221338482,3.75891134871397,0.972315302682459,0.664861272136187,106,41,-0.163112019149813,0.00121857128321337,55.73,-4.323,0.645900733152899,1.57978359661681,1.57288321419716,0.6878533203125,-1.94445679391101,26.7956714630127,1.87150894294456,3.35919021770369,"No","Conspecific","No island rule","No","SP29"
"2383","Maddock 2016","ES83","CC36","Mahé (Seychelles)","Sainte Anne","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus",NA,"Both","TL",4.42487221338482,6.0813338168688,0.972315302682459,0.798861379946587,106,17,0.317982649980973,0.00147059002230684,55.504,-4.605,0.645900733152899,1.15228834438306,0.477265995424853,0.444915869140625,-1.86043904483796,26.9426002502441,1.8453381953877,3.36133489028187,"No","Conspecific","No island rule","No","SP29"
"2384","Maddock 2016","ES84","CC36","Mahé (Seychelles)","Silhouette","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus",NA,"Both","TL",4.42487221338482,3.42219700222894,0.972315302682459,0.651396959344142,106,41,-0.256958656574193,0.0013392046396383,55.233,-4.485,0.645900733152899,1.30319605742049,1.33447385691154,0.677000830078125,-1.70056375660062,26.5780200958252,1.86012644562276,3.35120666330274,"No","Conspecific","No island rule","No","SP29"
"2385","Newman 1990, Bell 1978","ES85","CC37","New Zealand (North)","Stephens","Amphibians","Anura","Leiopelmatidae","Leiopelma archeyi","Leiopelma archeyi","Leiopelma hamilton",NA,"Unsexed","SVL",1.81456433202982,3.5481698527265,0.430799660492793,0.881937766189679,171,99,0.670586534656434,0.000953685146530357,173.9966,-40.6712,0.258772369918935,0.176091259055681,1.91381914862559,0.509886376953125,-1.22674799998275,13.1764011383057,2.42829296789607,3.13376236920288,"No","Phylogeny: Bell, B. D., Daugherty, C. H., & Hay, J. M. (1998). Leiopelma pakeka, n. sp.(Anura: Leiopelmatidae), a cryptic species of frog from Maud Island, New Zealand, and a reassessment of the conservation status of L. hamiltoni from Stephens Island. Journal of the Royal Society of New Zealand, 28(1), 39-54.","No island rule","No","SP30"
"2386","Bell 1978","ES86","CC38","New Zealand (North)","Stephens","Amphibians","Anura","Leiopelmatidae","Leiopelma archeyi","Leiopelma archeyi","Leiopelma hamiltoni",NA,"Unsexed","SVL",1.81456433202982,4.99290010169532,0.430799660492793,1.44349638503385,171,18,1.01217152219256,0.00497319944326518,173.9966,-40.6712,0.258772369918935,0.176091259055681,1.91381914862559,0.509886376953125,-1.22674799998275,13.1764011383057,2.42829296789607,3.13376236920288,"No","Phylogeny: Bell, B. D., Daugherty, C. H., & Hay, J. M. (1998). Leiopelma pakeka, n. sp.(Anura: Leiopelmatidae), a cryptic species of frog from Maud Island, New Zealand, and a reassessment of the conservation status of L. hamiltoni from Stephens Island. Journal of the Royal Society of New Zealand, 28(1), 39-54.","No island rule","No","SP30"
"2387","Siler et al. 2009","ES87","CC39","Luzon","Visayas","Amphibians","Anura","Dicroglossidae","Limnonectes woodworthi","Limnonectes woodworthi","Limnonectes visayanus",NA,"Both","SVL",25.6557243897827,60.0216080852999,1.55640282069951,4.53255554795849,13,20,0.849937912335832,0.000568223694850292,123.373,10.816,1.40918428147606,4.12801133257597,2.76342874234588,0.662301611328125,-1.56105699266669,26.6705360412598,1.95318313810441,3.29133537632826,"Yes","Phylogeny: McLeod, D. S. (2010). Of least concern? Systematics of a cryptic species complex: Limnonectes kuhlii (Amphibia: Anura: Dicroglossidae). Molecular Phylogenetics and Evolution, 56(3), 991-1000.","No island rule","No","SP31"
"2388","Cordero-Rivera et al 2007","ES88","CC40","Spain (Galicia)","Ons ","Amphibians","Caudata","Salamandridae","Lissotriton boscai","Lissotriton boscai","Lissotriton boscai",NA,"Both","SVL",1.39288395105589,1.28469659256204,0.115614128111415,0.103834718024704,24,108,-0.0808538069511468,0.000347552058394547,-8.938,42.377,0.143914934431481,3.64914006414422,0.544192110765033,0.629724462890625,-1.95931358360986,13.9685983657837,2.57634078771776,3.20789449746847,"No","Conspecific","Island rule","No","SP32"
"2389","Cordero-Rivera et al 2007","ES89","CC40","Spain (Galicia)","Sálvora ","Amphibians","Caudata","Salamandridae","Lissotriton boscai","Lissotriton boscai","Lissotriton boscai",NA,"Both","SVL",1.39288395105589,1.19849060433217,0.115614128111415,0.107243218625171,24,7,-0.150313447342164,0.00143092398464322,-9.011,42.473,0.143914934431481,0.278753600952829,0.602168551378997,0.4625224609375,-1.40743204736586,14.7583332061768,2.47947067439774,3.1044871113124,"No","Conspecific","Island rule","No","SP32"
