"","Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Archipielago","Phylogeny","Data_source_type","imputed","SPID"
"2308","Blackburn 2010","ES8","CC5","Cameroon","Bioko","Amphibians","Anura","Arthroleptidae","Arthroleptis poecilonotus","Arthroleptis poecilonotus","Arthroleptis bioko",NA,"Male","SVL",1.37460956976435,2.48213067530836,0.0225309883618403,0.250515905798186,4,5,0.590947593059044,0.00210444762621626,8.7,3.5,0.138179363057241,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"No","Phylogeny: Blackburn, D. C. A new squeaker frog (Arthroleptidae: Arthroleptis) from Bioko island, Equatorial Guinea. Herpetologica 66, 320-334 (2010)","No island rule","No","SP5"
"2309","Vences et al. 2010","ES9","CC6","Madagascar","Nosy Boraha (Sainte Marie)","Amphibians","Anura","Mantellidae","Blommersia dejongi","Blommersia dejongi","Blommersia dejongi",NA,"Both","SVL",0.727585690826506,0.769035709596327,0.0596740836900758,0.0622276265678034,5,5,0.0554056246468063,0.0026548374236295,49.8976,-16.9157,-0.138115850642359,2.34635297445064,0.793161529245551,0.742845703125,-1.92059620546142,24.2787647247314,2.29203151328862,3.5066403055665,"No","Conspecific","No island rule","No","SP6"
"2310","Vences et al. 2010","ES10","CC7","Madagascar","Nosy Boraha (Sainte Marie)","Amphibians","Anura","Mantellidae","Blommersia galani","Blommersia galani","Blommersia galani",NA,"Both","SVL",0.718360861739695,1.03365795059678,0.0496937855284656,0.0418992412033166,10,13,0.363887162467592,0.000604931394489781,49.8976,-16.9157,-0.143657337244857,2.34635297445064,0.793161529245551,0.742845703125,-1.92059620546142,24.2787647247314,2.29203151328862,3.5066403055665,"No","Conspecific","No island rule","No","SP7"
"2311","Glaw et al. 2019, Vences et al. 2010","ES11","CC8","Madagascar","Mayotte","Amphibians","Anura","Mantellidae","Blommersia wittei","Blommersia wittei","Blommersia transmarina",NA,"Both","SVL",1.08916157244417,2.06390688807816,0.0857103664922207,0.236959595965939,8,12,0.639192533573737,0.0018725584940383,45.152,-12.801,0.037092310257119,2.57403126772772,2.47712270236552,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,"No","Phylogeny: Glaw, F., Hawlitschek, O., Glaw, K. & Vences, M. Integrative evidence confirms new endemic island frogs and transmarine dispersal of amphibians between Madagascar and Mayotte (Comoros archipelago). Science of Nature 106, doi:10.1007/s00114-019-1618-9 (2019).","Island rule","No","SP8"
"2312","Pabijan et al. 2011","ES12","CC9","Madagascar","Nosy Be","Amphibians","Anura","Mantellidae","Blommersia wittei","Blommersia wittei","Blommersia wittei",NA,"Male","SVL",0.948658424980459,1.19534604739483,0.0491286237468601,0.0367568909573909,9,5,0.231142199563894,0.000487106109802996,48.26,-13.326,-0.0228901319872677,2.50517712087683,1.07994059715236,0.71289697265625,-1.828679778872,25.7866973876953,2.134027409339,3.3305050774476,"No","Conspecific","No island rule","No","SP8"
"2313","Reboucas et al. 2018","ES13","CC10","Rio de Janeiro","Itacurucá","Amphibians","Anura","Hylidae","Boana albomarginata","Boana albomarginata","Boana albomarginata",NA,"Male","SVL",6.24494947854598,7.66402611091277,0.398311128472181,0.311146359203724,108,34,0.204764393978764,8.61442879182373e-05,-43.891,-22.891,0.79552892929503,1,-0.655607726314889,0.728447998046875,-2.0646916377672,21.6871433258057,2.34409927595991,3.15696992071881,"No","Conspecific","Island rule","No","SP9"
"2314","Reboucas et al. 2018","ES14","CC10","Rio de Janeiro","Marambaia","Amphibians","Anura","Hylidae","Boana albomarginata","Boana albomarginata","Boana albomarginata",NA,"Male","SVL",6.24494947854598,6.95401759177381,0.398311128472181,0.122537754921124,108,33,0.107546509676733,4.70764290972453e-05,-43.789,-23.061,0.79552892929503,1.6232492903979,0.982316469692065,0.567623486328125,-1.94029243972949,23.3548812866211,2.30632618687276,3.1102529173534,"No","Conspecific","Island rule","No","SP9"
"2315","Kang et al. 2017","ES15","CC11","Korea","Cheju Do","Amphibians","Anura","Bombinatorina","Bombina orientalis","Bombina orientalis","Bombina orientalis",NA,"Both","Weight",7.77476190487143,5.70000000003704,2.19821179851004,1.83072074920289,210,27,-0.310416659581735,0.00420125992286027,126.591,33.377,0.890687098022501,3.26150077319828,1.91381914862559,0.607816064453125,-1.81743260081951,14.3664684295654,2.88354215355737,3.27150487671279,"No","Conspecific","No island rule","No","SP10"
"2316","Glaw et al. 2019, Mori et al. 2015","ES16","CC12","Madagascar","Mayotte","Amphibians","Anura","Mantellidae","Boophis doulioti","Boophis doulioti","Boophis nauticus",NA,"Male","SVL",7.36719165482319,7.39489987143825,1.13466899974638,0.817788926959054,8,8,0.00375397335874436,0.00449385462171988,45.152,-12.801,0.867301968015529,2.57403126772772,2.47712270236552,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,"No","Phylogeny: Glaw, F., Hawlitschek, O., Glaw, K. & Vences, M. Integrative evidence confirms new endemic island frogs and transmarine dispersal of amphibians between Madagascar and Mayotte (Comoros archipelago). Science of Nature 106, doi:10.1007/s00114-019-1618-9 (2019).","Island rule","No","SP11"
"2317","Glaw et al. 2019, Tessa et al. 2017","ES17","CC13","Madagascar","Mayotte","Amphibians","Anura","Mantellidae","Boophis tephraeomystax","Boophis tephraeomystax","Boophis nauticus",NA,"Both","SVL",6.6199646732914,9.84547502520334,0.946757713901271,1.67400290536343,8,11,0.396921927754771,0.00518480719202659,45.152,-12.801,0.820855671881461,2.57403126772772,2.47712270236552,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,"No","Phylogeny: Glaw, F., Hawlitschek, O., Glaw, K. & Vences, M. Integrative evidence confirms new endemic island frogs and transmarine dispersal of amphibians between Madagascar and Mayotte (Comoros archipelago). Science of Nature 106, doi:10.1007/s00114-019-1618-9 (2019).","Island rule","No","SP12"
"2318","Glaw et al. 2001","ES18","CC14","Madagascar","Nosy Be","Amphibians","Anura","Mantellidae","Boophis tephraeomystax","Boophis tephraeomystax","Boophis tephraeomystax",NA,"Both","SVL",5.21267613397693,7.0670883257463,0.855275249730133,0.692709588397138,7,3,0.304355182722388,0.00704843035360486,48.26,-13.326,0.717060742844527,2.50517712087683,1.07994059715236,0.71289697265625,-1.828679778872,25.7866973876953,2.134027409339,3.3305050774476,"No","Conspecific","No island rule","No","SP12"
"2319","Lo Valvo and Giacalone 2008, Amor et al. 2011","ES19","CC15","Tunisia","Sicily","Amphibians","Anura","Bufonidae","Bufotes boulengeri","Bufo boulengeri","Bufo siculus",NA,"Male","Weight",29.9,49.3,3.42,9.503,27,354,0.500065600652004,0.000589518467793899,14.275,37.481,1.47567118832443,4.40585839931764,0.491501766237326,0.48783291015625,-1.7491542292963,15.4296607971191,2.76987076537853,2.70918266471766,"No","Phylogeny: Stöck, M., Sicilia, A., Belfiore, N. M., Buckley, D., Brutto, S. L., Valvo, M. L., & Arculeo, M. (2008). Post-Messinian evolutionary relationships across the Sicilian channel: mitochondrial and nuclear markers link a new green toad from Sicily to African relatives. BMC evolutionary Biology, 8(1), 56.","No island rule","No","SP13"
"2320","Salvidio et al. 1993, Hemelaar 1988","ES20","CC16","Norway","Hitra","Amphibians","Anura","Bufonidae","Bufo bufo","Bufo bufo","Bufo bufo",NA,"Both","SVL",37.5831516388914,36.9850236290166,3.42898948976038,3.43496544774575,1012,29,-0.016042791340374,0.000305662527639657,8.7022,63.5344,1.57499319625381,2.83276430494053,0.544192110765033,0.51282275390625,-1.25527041633848,6.26099348068237,2.6998234932083,3.10329047155775,"No","Conspecific","No island rule","No","SP14"
"2321","Castellano and Giacoma 1998","ES21","CC17","Italy","Corsica","Amphibians","Anura","Bufonidae","Bufotes viridis","Bufo viridis","Bufo viridis",NA,"Male","SVL",30.7684290910015,47.1265830784491,2.66717638959475,2.70120377549095,118,18,0.426348103616009,0.000246201065881339,9.12,42.1,1.4881053235297,3.93856975622106,1.90417978339357,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,"No","Conspecific","Island rule","No","SP15"
"2322","Kutrup et al 2011","ES22","CC18","Turkey","Giresun","Amphibians","Anura","Bufonidae","Bufotes viridis","Bufo viridis","Bufo viridis",NA,"Both","SVL",33.1297200992718,54.4462168705339,3.09032245241365,4.33475209371338,44,56,0.496782600285401,0.000310940541829023,38.437,40.929,1.52021776670432,-1.39794000867204,0.146438135285775,0.612859765625,-1.68470842408113,14.3423175811768,2.77111983179449,3.06936467054026,"No","Conspecific","No island rule","No","SP15"
"2323","Castellano and Giacoma 1998","ES23","CC17","Italy","Pellestrina","Amphibians","Anura","Bufonidae","Bufotes viridis","Bufo viridis","Bufo viridis",NA,"Male","SVL",30.7684290910015,33.7955161784047,2.66717638959475,2.28232082961884,118,10,0.0938390014809793,0.000519755039165632,12.301,45.273,1.4881053235297,0.477121254719662,0.740441644949766,0.243538330078125,-1.63648261303038,13.8071269989014,2.85138101134272,2.86451108105839,"No","Conspecific","Island rule","No","SP15"
"2324","Castellano et al 1999","ES24","CC19","Italy","Sardinia","Amphibians","Anura","Bufonidae","Bufotes viridis","Bufo viridis","Bufo viridis",NA,"Male","SVL",26.7880077808123,63.5363010736464,2.14564139991943,4.23473421496633,369,109,0.863657096501831,5.81413964311758e-05,9.034,40.029,1.42794041640881,4.37717871299024,2.33041580275792,0.58357021484375,-1.73602243300022,14.6707763671875,2.7816091878622,2.79781594063974,"No","Conspecific","Island rule","No","SP15"
"2325","Castellano and Giacoma 1998","ES25","CC17","Italy","Sardinia","Amphibians","Anura","Bufonidae","Bufotes viridis","Bufo viridis","Bufo viridis",NA,"Male","SVL",30.7684290910015,63.3360391683056,2.66717638959475,4.67296851674142,118,38,0.721965371525265,0.000206933013011013,9.034,40.029,1.4881053235297,4.37717871299024,2.33041580275792,0.58357021484375,-1.73602243300022,14.6707763671875,2.7816091878622,2.79781594063974,"No","Conspecific","Island rule","No","SP15"
"2326","Clark 1967","ES26","CC20","Mainland Greece (North)","Spetsai","Amphibians","Anura","Bufonidae","Bufotes viridis","Bufo viridis","Bufo viridis viridis",NA,"Male","SVL",30.8293398997029,24.5772192409215,3.92277478069401,5.21364744164081,115,2,-0.226646863921083,0.0226410618754878,23.134,37.258,1.48896422595954,1.34635297445064,0.361916618668643,0.45666572265625,-1.89786573452021,17.6349029541016,2.76604694768925,2.69613787578185,"No","Conspecific","No island rule","No","SP15"
"2327","Matsui et al. 2014, Aowphol et al. 2013","ES27","CC21","Thailand","Borneo","Amphibians","Anura","Rhacophoridae","Chiromantis vittatus","Chiromantis vittatus","Chiromantis inexpectatus",NA,"Unsexed","SVL",1.31011851402496,0.945680008569818,0.0212164941542503,0.00599728023112266,8,2,-0.325968626320301,5.28910392124821e-05,114,1,0.117310583945074,5.87113141195379,2.71600417881569,0.79960927734375,-1.55229701907953,25.0596599578857,1.37991262208345,3.5955034069751,"No","Phylogeny: Chan, Kin Onn, L. Lee Grismer, and Rafe M. Brown. ""Comprehensive multi-locus phylogeny of Old World tree frogs (Anura: Rhacophoridae) reveals taxonomic uncertainties and potential cases of over-and underestimation of species diversity."" Molecular phylogenetics and evolution 127 (2018): 1010-1019.","No island rule","No","SP16"
"2328","Menzies and Tyler 1977","ES28","CC22","Papua New Guinea","Goodenough","Amphibians","Anura","Microhylidae","Copiula fistulans","Copiula fistulans","Copiula minor",NA,"Male","SVL",2.78798795048522,1.19534604739483,0.151424265681306,0.0352129023128392,20,2,-0.84688444809494,0.00058139233776366,150.249,-9.34,0.445290892435625,2.83695673705955,1.46091286998729,0.71391318359375,-1.51411315139203,22.9328632354736,1.78245279249879,3.44990245845508,"No","Menzies, J. & Tyler, M. The systematics and adaptations of some Papuan microhylid frogs which live underground. J. Zool. 183, 431-464 (1977).","No island rule","No","SP17"
"2329","Brasileiro et al. 2007, Heyer et al. 1990","ES29","CC23","Brazil","Ilha dos Alcatrazes","Amphibians","Anura","Leptodactylidae","Cycloramphus eleutherodactylus","Cycloramphus eleutherodactylus","Cycloramphus faustoi",NA,"Both","SVL",5.11036715916008,5.21680383798353,0.446098994672373,0.637981508565281,4,11,0.0206136700513801,0.00326462494003689,-45.696,-24.1,0.708452103553296,0.173186268412274,1.54408045258678,0.693767041015625,-1.38462328074966,21.5395832061768,2.39974259785885,3.42143939022005,"No","Phylogeny: Brasileiro, C. A., Haddad, C. F., Sawaya, R. J. & Sazima, I. A new and threatened island-dwelling species of Cycloramphus (Anura: Cycloramphidae) from southeastern Brazil. Herpetologica 63, 501-510 (2007).","No island rule","No","SP18"
"2330","Marunouchi et al. 2000, Shimada et al. 2016","ES30","CC24","Honshu","Shikoku","Amphibians","Caudata","Salamandridae","Cynops pyrrhogaster","Cynops pyrrhogaster","Cynops pyrrhogaster",NA,"Both","SVL",3.33336874772672,4.49953791452904,0.300192894760246,0.382589464499576,140,626,0.299991277256013,6.94796430398129e-05,134.095,33.854,0.522883359338516,4.2733485687491,0.919130413860614,0.737541748046875,-1.81844145831815,14.3960962295532,2.88501752549831,3.31499994259578,"No","Conspecific","No island rule","No","SP19"
"2331","Cumbo et al 2010, Oromi et al. 2016","ES31","CC25","Argelia","Sicily","Amphibians","Anura","Alytidae","Discoglossus pictus","Discoglossus pictus","Discoglossus pictus",NA,"Both","SVL",6.26403083076868,18.501160993913,1.47229787174495,1.91301408682456,66,70,1.08300960596858,0.000989762990935918,14.275,37.481,0.796853886597741,4.40585839931764,0.491501766237326,0.48783291015625,-1.7491542292963,15.4296607971191,2.76987076537853,2.70918266471766,"No","Conspecific","No island rule","No","SP20"
"2332","Rog et al. 2013","ES32","CC26","Panama","Cebaco","Amphibians","Anura","Leiuperidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus",NA,"Male","SVL",1.63248180998665,3.13289899339684,0.0664367786183351,0.121201291680725,48,7,0.651857332192069,0.000248312636204292,-81.139,7.558,0.212848350825252,1.90308998699194,0.81298016603948,0.747388232421875,-1.86061669442809,26.0541591644287,1.79926654379372,3.4628620103788,"No","Conspecific","Island rule","No","SP21"
"2333","Rog et al. 2013","ES33","CC26","Panama","Isla del Rey","Amphibians","Anura","Leiuperidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus",NA,"Male","SVL",1.63248180998665,2.42850419371132,0.0664367786183351,0.102652792868227,48,3,0.397174069996678,0.000630088153153667,-79.9088,8.387,0.212848350825252,2.36921585741014,1.5465550012143,0.625681494140625,-1.65931850456015,26.794864654541,1.75770345829251,3.32807649389725,"No","Conspecific","Island rule","No","SP21"
"2334","Rog et al. 2013","ES34","CC26","Panama","Isla Grande","Amphibians","Anura","Leiuperidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus",NA,"Male","SVL",1.63248180998665,3.42652763045195,0.0664367786183351,0.185739121653081,48,10,0.741445956086309,0.000328336238225793,-79.564,9.633,0.212848350825252,1.42488163663107,-0.258848401148215,0.62112607421875,-1.651040349464,26.5128993988037,1.89940918689388,3.35858197814465,"No","Conspecific","Island rule","No","SP21"
"2335","Rog et al. 2013","ES35","CC26","Panama","Pedro Gonzalez","Amphibians","Anura","Leiuperidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus",NA,"Male","SVL",1.63248180998665,3.47189271055393,0.0664367786183351,0.0977502078428498,48,7,0.754598455303902,0.00014774604856906,-79.1029,9.398,0.212848350825252,1.77597433112937,1.71181566186188,0.765176171875,-1.52171020121719,25.4382381439209,1.80725709836507,3.45150088782363,"No","Conspecific","Island rule","No","SP21"
"2336","Rog et al. 2013","ES36","CC26","Panama","Taboga","Amphibians","Anura","Leiuperidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus",NA,"Male","SVL",1.63248180998665,3.20016656597886,0.0664367786183351,0.148537547978764,48,10,0.673101420640833,0.000249945267234331,-79.5616,8.792,0.212848350825252,1.08278537031645,0.973174052682972,0.68233056640625,-1.45322335275867,27.1535415649414,1.69684396532959,3.33092083059524,"No","Conspecific","Island rule","No","SP21"
"2337","Rog et al. 2013","ES37","CC26","Panama","Coiba","Amphibians","Anura","Leptodactylidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus",NA,"Male","SVL",1.63248180998665,3.86787069727982,0.0664367786183351,0.0865375291514572,48,23,0.862602708522217,5.6268701040395e-05,-81.777,7.486,0.212848350825252,2.70156798505593,1.35220181965942,0.75677451171875,-1.38593273169804,25.4241352081299,1.80482134867223,3.42480816751817,"No","Conspecific","Island rule","No","SP21"
"2338","Djong et al. 2011","ES38","CC27","Honshu (Hiroshima)","Kyushu (Kumamoto)","Amphibians","Anura","Dicroglossidae","Fejervarya kawamurai","Fejervarya kawamurai","Fejervarya kawamurai",NA,"Both","SVL",5.5080575989525,5.15354849543632,0.468726180767007,0.59954125794176,10,10,-0.0665265324931605,0.00207756922194918,131.0378,32.746,0.740998473120188,4.56489084517638,-0.045275209020937,0.742241845703125,-2.06316151198134,14.0496435165405,2.88731074522209,3.39533360382983,"No","Conspecific","No island rule","No","SP22"
"2339","Djong et al. 2011","ES39","CC27","Honshu (Hiroshima)","Okinawajima","Amphibians","Anura","Dicroglossidae","Fejervarya kawamurai","Fejervarya kawamurai","Fejervarya kawamurai",NA,"Both","SVL",5.5080575989525,5.55677209919176,0.468726180767007,0.720527379768217,10,7,0.00880534383639852,0.00312608731005664,127.9278,26.4794,0.740998473120188,3.08170007377456,2.76342874234588,0.483222998046875,-1.49092461609625,22.8974323272705,2.65055307551962,3.3202200942349,"No","Conspecific","No island rule","No","SP22"
"2340","Djong et al. 2011","ES40","CC27","Honshu (Hiroshima)","Yoronjima Islands","Amphibians","Anura","Dicroglossidae","Fejervarya kawamurai","Fejervarya kawamurai","Fejervarya kawamurai",NA,"Both","SVL",5.5080575989525,8.68621733031085,0.468726180767007,0.840400289435851,10,12,0.455525516420513,0.00150423472264844,128.432,27.0425,0.740998473120188,1.31806333496276,2.68124214215482,0.443155078125,-1.5580951579536,22.680477142334,2.66967157499542,3.31599134584761,"No","Conspecific","No island rule","No","SP22"
"2341","Xu et al. 2013","ES41","CC28","China (Zhejiang province)","Cezi","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,5.25526058471084,0.316588048269014,0.354521547381286,125,30,0.145046925165171,0.000190500496186369,121.934,30.095,0.657601176389883,1.17318626841227,1.21751026429403,0.46007119140625,-1.7936277826656,16.3729953765869,2.90136442176682,3.08913118693145,"No","Conspecific","Island rule","No","SP23"
"2342","Xu et al. 2013","ES42","CC28","China (Zhejiang province)","Changbai","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,5.50171071097787,0.316588048269014,0.345706516557778,125,27,0.190876416344942,0.000185040542839209,122.035,30.181,0.657601176389883,1.01029995663981,1.57519939515923,0.3764142578125,-1.95207443986358,16.3839740753174,2.90145522832044,3.08421510584641,"No","Conspecific","Island rule","No","SP23"
"2343","Xu et al. 2013","ES43","CC28","China (Zhejiang province)","Dachangtu","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,4.80891557446733,0.316588048269014,0.37642454904678,125,31,0.0562889405150949,0.000236455407652677,122.339,30.252,0.657601176389883,1.52244423350632,1.57519939515923,0.33103955078125,-1.76820927592597,16.4136009216309,2.89318285521788,3.05823616894277,"No","Conspecific","Island rule","No","SP23"
"2344","Xu et al. 2013","ES44","CC28","China (Zhejiang province)","Daishan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,4.51624794904721,0.316588048269014,0.453268774917374,125,34,-0.0065011165384651,0.000335066821557655,122.187,30.28,0.657601176389883,2,1.56821346159708,0.354496875,-1.98108979192221,16.5334606170654,2.90113292885649,3.05979053033477,"No","Conspecific","Island rule","No","SP23"
"2345","Xu et al. 2013","ES45","CC28","China (Zhejiang province)","Damao","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,6.66036614800832,0.316588048269014,0.708843391011251,125,23,0.381991794328842,0.000531270345521998,122.04,29.95,0.657601176389883,0.755874855672491,0.944532020991981,0.40530107421875,-1.87741305401926,16.3550586700439,2.88981287142187,3.10539777956291,"No","Conspecific","Island rule","No","SP23"
"2346","Xu et al. 2013","ES46","CC28","China (Zhejiang province)","Daxie","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,4.21089293922365,0.316588048269014,0.299898832769583,125,28,-0.0765079411082724,0.000219956009648522,121.967,29.918,0.657601176389883,1.45024910831936,-0.396855627379818,0.399638330078125,-1.85949311737401,16.5767021179199,2.90094963019386,3.10341370172903,"No","Conspecific","Island rule","No","SP23"
"2347","Xu et al. 2013","ES47","CC28","China (Zhejiang province)","Dayushan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,6.60636191414899,0.316588048269014,0.437881263131815,125,27,0.373850445249189,0.000201517758528619,121.967,30.314,0.657601176389883,0.792391689498254,1.63145391596197,0.199661145019531,-1.55459526431493,16.2268409729004,2.89344271177867,3.04161764918109,"No","Conspecific","Island rule","No","SP23"
"2348","Xu et al. 2013","ES48","CC28","China (Zhejiang province)","Dengbu","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,5.63664118405218,0.316588048269014,0.770062845576651,125,44,0.215105687475504,0.000462992509075243,122.318,29.868,0.657601176389883,1.12417805547468,1.14924991259028,0.3915125,-1.70720525993007,16.4728832244873,2.88466484719912,3.09642680373778,"No","Conspecific","Island rule","No","SP23"
"2349","Xu et al. 2013","ES49","CC28","China (Zhejiang province)","Fodu","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,6.82420123634795,0.316588048269014,0.63811118099367,125,32,0.406292633363872,0.000312040745804016,122.018,29.736,0.657601176389883,0.845098040014257,0.845160077651946,0.391640258789063,-2.03877913237768,16.556058883667,2.89704666497602,3.1004911573089,"No","Conspecific","Island rule","No","SP23"
"2350","Xu et al. 2013","ES50","CC28","China (Zhejiang province)","Huni","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,6.70477684354016,0.316588048269014,0.516344883353093,125,29,0.38863756819217,0.000243313333988959,122.185,29.793,0.657601176389883,0.136720567156407,1.0366688103001,0.35606962890625,-1.88555673896455,16.6010551452637,2.89329762064745,3.10157524625593,"No","Conspecific","Island rule","No","SP23"
"2351","Xu et al. 2013","ES51","CC28","China (Zhejiang province)","Jintang","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,4.68414446424884,0.316588048269014,0.437106539980034,125,40,0.0300006214376699,0.000256501823095942,121.887,30.025,0.657601176389883,1.88309335857569,0.556423121371285,0.369833959960938,-1.83497391057296,16.3423938751221,2.90046384427496,3.08498357829911,"No","Conspecific","Island rule","No","SP23"
"2352","Xu et al. 2013","ES52","CC28","China (Zhejiang province)","Liuheng","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,4.47118753528857,0.316588048269014,0.397672130812051,125,38,-0.016528624698877,0.000246975358244932,122.147,29.708,0.657601176389883,1.96731391828708,0.845160077651946,0.35606962890625,-1.88555673896455,16.6010551452637,2.89329762064745,3.10157524625593,"No","Conspecific","Island rule","No","SP23"
"2353","Xu et al. 2013","ES53","CC28","China (Zhejiang province)","Meishan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,5.33091402561093,0.316588048269014,0.443584697933551,125,31,0.159340044566262,0.000262155097522751,121.99,29.792,0.657601176389883,1.33965015761368,-0.300162274132754,0.375350048828125,-1.95206788237081,16.4115219116211,2.902648417179,3.10568046294581,"No","Conspecific","Island rule","No","SP23"
"2354","Xu et al. 2013","ES54","CC28","China (Zhejiang province)","Qushan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,4.76968191550109,0.316588048269014,0.482820561998577,125,33,0.0480969524047336,0.000349316266244534,122.355,30.444,0.657601176389883,1.77742682238931,1.76716328985603,0.387664770507813,-1.86985319681381,16.2876834869385,2.89710206509052,3.02596089986873,"No","Conspecific","Island rule","No","SP23"
"2355","Xu et al. 2013","ES55","CC28","China (Zhejiang province)","Sijiao","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,4.8721505999234,0.316588048269014,0.268475540930264,125,57,0.0693527753534858,9.20753020308117e-05,122.453,30.713,0.657601176389883,1.34830486304816,1.42815099874445,0.314744482421875,-1.75942123676567,16.2655200958252,2.89397688113925,2.99295097134684,"No","Conspecific","Island rule","No","SP23"
"2356","Xu et al. 2013","ES56","CC28","China (Zhejiang province)","Taohua","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,4.97612455784956,0.316588048269014,0.492089007738907,125,48,0.0904687209550769,0.000242538058786516,122.232,29.818,0.657601176389883,1.61278385671974,0.944532020991981,0.361122216796875,-1.89658049072625,16.5482521057129,2.89062538683623,3.1012313867907,"No","Conspecific","Island rule","No","SP23"
"2357","Xu et al. 2013","ES57","CC28","China (Zhejiang province)","Xiaochangtu","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,6.35991232757467,0.316588048269014,0.361172866464278,125,28,0.33583192639379,0.000153982123833827,122.281,30.259,0.657601176389883,1.03342375548695,1.49277435325513,0.283958203125,-1.75876043687379,16.5188236236572,2.89730452279937,3.05994188806195,"No","Conspecific","Island rule","No","SP23"
"2358","Xu et al. 2013","ES58","CC28","China (Zhejiang province)","Xiashi","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,5.13081916293591,0.316588048269014,0.419234849145437,125,22,0.121082661428543,0.000342276035418328,122.26,29.743,0.657601176389883,1.22271647114758,1.12060683105677,0.354645043945313,-1.75885052652849,16.4318161010742,2.88477473136339,3.10183296230458,"No","Conspecific","Island rule","No","SP23"
"2359","Xu et al. 2013","ES59","CC28","China (Zhejiang province)","Xiushan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis",NA,"Female","SVL",4.54570424895353,5.08161581097105,0.316588048269014,0.35278385454611,125,35,0.111446618150994,0.000176507744552208,122.164,30.173,0.657601176389883,1.36172783601759,1.73640447090963,0.381020068359375,-1.92486069502781,16.4867877960205,2.89974945456458,3.08357067597008,"No","Conspecific","Island rule","No","SP23"
