"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Migratory_status","Migratory_status_3","Phylogeny","Data_source_type"
"Grant 1965","ES1049","CC497","Nayarit (Mexico)","Tres Marias","Birds","Trogoniformes","Trogonidae","Trogon elegans","Trogon elegans","Trogon elegans","Omnivore",84.7803918549611,85.6099661227441,2.3385015634491,2.33299384372081,51,44,0.00973741510315475,3.17963169828359e-05,-106.552,21.609,1.92829541954589,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"directional migratory","partial directional migrant","","No island rule"
"Grant 1965","ES1050","CC498","Nayarit (Mexico)","Tres Marias","Birds","Passeriformes","Turdidae","Turdus rufopalliatus","Turdus rufopalliatus","Turdus rufopalliatus","Invertebrate",68.2683477983783,73.5247182192333,1.81026779128261,1.85202947843136,52,59,0.0741754218375045,2.42762541557303e-05,-106.552,21.609,1.83421939236786,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"resident","full resident","","No island rule"
"Grant 1965","ES1051","CC499","Nayarit (Mexico)","Tres Marias","Birds","Passeriformes","Tyrannidae","Tyrannus melancholicus","Tyrannus melancholicus","Tyrannus melancholicus","Invertebrate",53.0701073481911,51.5115535972066,1.39903425363463,1.42620604641308,59,32,-0.0298076954015591,3.57344021957822e-05,-106.552,21.609,1.7248499661046,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"directional migratory","partial directional migrant","","No island rule"
"Grant 1965","ES1053","CC501","Nayarit (Mexico)","Tres Marias","Birds","Passeriformes","Vireonidae","Vireo hypochryseus","Vireo hypochryseus","Vireo hypochryseus","Invertebrate",13.0341498796322,15.1488841047733,0.435499534203446,0.406922401880491,60,53,0.150354045820092,3.22202535560158e-05,-106.552,21.609,1.11508271063863,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"resident","full resident","","No island rule"
"Grant 1965","ES1054","CC502","Nayarit (Mexico)","Tres Marias","Birds","Columbiformes","Columbidae","Zenaida asiatica","Zenaida asiatica","Zenaida asiatica","PlantSeed",135.504830379943,146.383540085982,3.34527299463877,5.06815776463903,21,15,0.0772228758548528,0.000108936764070315,-106.552,21.609,2.13195477690757,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"directional migratory","partial directional migrant","","No island rule"
"Grant 1966","ES1055","CC503","British Columbia","Vancouver Island","Birds","Passeriformes","Paridae","Poecile rufescens","Parus rufescens","Parus rufescens","Invertebrate",12.3176657282358,12.0194401312754,0.703390132762683,0.542867015113408,30,23,-0.0245091201175316,0.0001973894801678,-125.415,49.552,1.09052841420849,4.49533615931354,1.00004342727686,0.642414501953125,-1.53147189003202,6.86428451538086,2.71065595970608,3.36782465258358,"resident","full resident","","No island rule"
"Grant 1966","ES1056","CC504","Mainland USA (Atlantic States)","Cozumel","Birds","Passeriformes","Vireonidae","Vireo griseus","Vireo griseus semiflavus","Vireo bairdi","Invertebrate",10.24,11.6,0.584746746534864,0.523922687457765,17,2,0.124703478500957,0.00121178930484253,-86.917,20.417,1.01029995663981,2.68663626926229,1.22533513181854,0.781641552734375,-1.83171640732809,26.0968704223633,2.22414629898514,3.15961532211873,"directional migratory","partial directional migrant","","No island rule"
"Grant 1966b, Stager 1957","ES1057","CC505","Mexico","Maria Cleofas","Birds","Passeriformes","Troglodytidae","Pheugopedius felix","Pheugopedius felix","Thryothorus felix lawrencii","Invertebrate",10.0977498554074,10.0866456495766,0.235437009786605,0.229970209720053,21,4,-0.00110027639404279,0.000155840951664254,-106.558,21.61,1.00422460801506,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"resident","full resident","","No island rule"
"Higgins & Davies, 1996","ES1058","CC506","e & c Australia","Tasmania","Birds","Columbiformes","Columbidae","Phaps chalcoptera","Phaps chalcoptera","Phaps chalcoptera","PlantSeed",239.097202575214,257.998249239251,8.73007669611437,5.91841766929558,67,6,0.0760826244192794,0.000107603556936881,146.5,-42.1,2.37857449492274,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins 1999","ES1059","CC507","Australia","Tasmania","Birds","Caprimulgiformes","Aegothelidae","Aegotheles cristatus","Aegotheles cristatus cristatus","Aegotheles cristatus tasmanicus","Invertebrate",44,44,4.81,10.6,22,17,0,0.00395715530671322,146.75,-42,1.64345267648619,4.83506245100823,2.30103216713096,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins 1999","ES1060","CC508","Australia","Tasmania","Birds","Coraciiformes","Alcedinidae","Alcedo azurea","Alcedo azurea azurea","Alcedo azurea diemenensis","VertFishScav",33.4,43.8,4.14,8.67,21,4,0.271077917399746,0.0105272009528514,146.75,-42,1.52374646681156,4.83506245100823,2.30103216713096,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins 1999","ES1061","CC509","NSW, Vic & SA, Australia","Tasmania","Birds","Psittaciformes","Psittacidae","Glossopsitta concinna","Glossopsitta concinna concinna","Glossopsitta concinna didimus","Omnivore",76.0666666666667,65.35,11.4492953203825,4.16917803104464,21,12,-0.151852708689635,0.00141799975054439,146.5,-42.1,1.88119438536253,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"nomadic","full nomad","","No island rule"
"Higgins 1999","ES1062","CC510","NTA & WA, Australia","Christmas","Birds","Strigiformes","Strigidae","Ninox novaeseelandiae","Ninox novaeseelandiae ocellata","Ninox natalis","Invertebrate",226.231578947368,155.023076923077,26.3763955424706,25.0836458622663,19,13,-0.377985171036262,0.0027293702212728,105.67,-10.5,2.35455322660781,2.13033376849501,3.17609154858524,0.73775263671875,-1.37588425158156,24.0597496032715,1.95475012068031,3.29105788900969,"resident","full resident","","No island rule"
"Higgins 1999","ES1063","CC511","SA & Vic, Australia","Kangaroo","Birds","Strigiformes","Strigidae","Ninox novaeseelandiae","Ninox novaeseelandiae boobook ","Ninox novaeseelandiae boobook ","Invertebrate",280.377777777778,266.75,49.9103950587514,39.1394954924997,36,28,-0.0498260099755596,0.00164911107936085,137.207,-35.819,2.44774358928415,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"resident","full resident","","No island rule"
"Higgins 1999","ES1064","CC512","Vic, SA, Australia","Kangaroo","Birds","Psittaciformes","Psittacidae","Platycercus elegans","Platycercus elegans elegans","Platycercus elegans melanoptera","PlantSeed",140,137.5,12.51,12.32,28,6,-0.0180185055026784,0.00162319448736638,137.207,-35.819,2.14612803567824,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"resident","full resident","","No island rule"
"Higgins 1999","ES1065","CC512","Vic, SA, Australia","Tasmania","Birds","Psittaciformes","Psittacidae","Platycercus elegans","Platycercus elegans elegans","Platycercus caledonicus","PlantSeed",133.370588235294,136.209375,15.6458739496091,20.5630314913172,51,32,0.0210615927692963,0.000982055540097857,146.5,-42.1,2.12506006664616,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins 1999","ES1066","CC513","Vic & NSW, Australia","Tasmania","Birds","Psittaciformes","Psittacidae","Platycercus eximius","Platycercus eximius eximius","Platycercus eximus diemenensis","PlantSeed",105,103.930434782609,7.21514924110567,11.974847874631,15,23,-0.010238571148172,0.000891990375864332,146.5,-42.1,2.02118929906994,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins 1999","ES1067","CC514","Vic, Australia","Tasmania","Birds","Psittaciformes","Cacatuidae","Zanda funerea","Calyptorhynchus funereus xanthanotus","Calyptorhynchus funereus xanthanotus","Omnivore",633.769230769231,583.8,105.695008433191,63.2108094282252,13,15,-0.0821264404340392,0.00292101740762036,146.5,-42.1,2.80193115055086,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","partial resident","","No island rule"
"Higgins 1999, Brereton 1996","ES1068","CC515","Australia","Tasmania","Birds","Psittaciformes","Psittacidae","Lathamus discolor","Lathamus discolor ","Lathamus discolor ","FruiNect",64.6764705882353,77.4307692307692,8.616013770539,7.00260482670371,51,13,0.179986770942123,0.0009771186277464,146.75,-42,1.81074631231854,4.83506245100823,2.30103216713096,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"directional migratory","partial directional migrant","","No island rule"
"Higgins and Davies 1996","ES1069","CC516","Australia","Tasmania","Birds","Columbiformes","Columbidae","Phaps elegans","Phaps elegans","Phaps elegans","PlantSeed",211.03125,212.971428571429,20.2729699117459,28.6213184013764,48,14,0.00915179177467662,0.00148232083497916,146.75,-42,2.32434677140028,4.83506245100823,2.30103216713096,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins and Peter 2002","ES1070","CC517","NSW, Vic & SA, Australia","Tasmania","Birds","Passeriformes","Acanthizidae","Acanthiza chrysorrhoa","Acanthiza chrysorrhoa leighi","Acanthiza chrysorrhoa leachi","Invertebrate",9.55609756097561,10.3538461538462,0.960657009678225,0.619765257463646,41,13,0.0801786209429626,0.000522103756575108,146.5,-42.1,0.980280574938982,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins and Peter 2002","ES1071","CC518","SA, Australia","Kangaroo","Birds","Passeriformes","Acanthizidae","Acanthiza lineata","Acanthiza lineata clelandi","Acanthiza lineata whitei","Invertebrate",7.6,7.7,0.37,0.26,15,5,0.0130720815673529,0.000386041865522565,137.207,-35.819,0.880813592280791,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"resident","full resident","","No island rule"
"Higgins and Peter 2002","ES1072","CC519","NSW, ACT, Vic, & SA, Australia","Kangaroo","Birds","Passeriformes","Acanthizidae","Acanthiza pusilla","Acanthiza pusilla pusilla","Acanthiza pusilla zietzi","Invertebrate",7.4,7.6,1.52,0.55,37,5,0.0266682470821613,0.00218774525609665,137.207,-35.819,0.869231719730976,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"resident","full resident","","No island rule"
"Higgins and Peter 2002","ES1073","CC519","NSW, ACT, Vic, & SA, Australia","King Island","Birds","Passeriformes","Acanthizidae","Acanthiza pusilla","Acanthiza pusilla pusilla","Acanthiza ewingii rufifrons","Invertebrate",7.08421052631579,7.26363636363636,1.35796650412143,0.521066173062459,57,22,0.025012141929671,0.000878557876030017,143.983,-39.8666,0.850291458935129,3.04060234011407,1.93752290693622,0.607816455078125,-1.67055748897574,13.5845718383789,2.40037559565356,2.9906634605853,"resident","full resident","","No island rule"
"Higgins and Peter 2002","ES1074","CC519","NSW, ACT, Vic, & SA, Australia","Tasmania","Birds","Passeriformes","Acanthizidae","Acanthiza pusilla","Acanthiza pusilla pusilla","Acanthiza ewingii ewingii","Invertebrate",7.08421052631579,6.92857142857143,1.35796650412143,0.848445439533708,57,35,-0.0222147891560627,0.00107308694419674,146.5,-42.1,0.850291458935129,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins and Peter 2002","ES1075","CC519","NSW, ACT, Vic, & SA, Australia","Tasmania","Birds","Passeriformes","Acanthizidae","Acanthiza pusilla","Acanthiza pusilla pusilla","Acanthiza pusilla diemenensis","Invertebrate",7.08421052631579,8.21081081081081,1.35796650412143,0.964907532640588,57,37,0.147583239473261,0.00101789266597793,146.5,-42.1,0.850291458935129,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins and Peter 2002","ES1076","CC520","NI & SI, NZ","Norfolk","Birds","Passeriformes","Acanthizidae","Gerygone igata","Gerygone igata","Gerygone modesta","Invertebrate",6,7.4,0.63,0.41,9,6,0.209720530982069,0.00173662649135622,167.96,-29.03,0.778151250383644,1.56584781867352,3.14612834588847,0.6346703125,-1.86282464636457,19.2796573638916,2.37142930993741,3.1177947710338,"resident","full resident","","No island rule"
"Higgins and Peter 2002","ES1077","CC521","n NT, Qld & nw NSW, Australia","King Island","Birds","Passeriformes","Petroicidae","Melanodryas cucullata","Melanodryas cucullata picata","Melanodryas vittata kingi","Invertebrate",19.5,28.5,2.37,2.47,11,9,0.379489621704904,0.00217744041333785,143.983,-39.8666,1.29003461136252,3.04060234011407,1.93752290693622,0.607816455078125,-1.67055748897574,13.5845718383789,2.40037559565356,2.9906634605853,"resident","full resident","","No island rule"
"Higgins and Peter 2002","ES1078","CC522","n WA & NT, Australia","Melville","Birds","Passeriformes","Pachycephalidae","Pachycephala rufiventris","Pachycephala rufiventris falcata","Pachycephala rufiventris minor","Invertebrate",20.8103448275862,23.36,1.85872841088167,0.935372771798626,29,10,0.115574947408915,0.000435423643928732,130.8,-11.6,1.31827927653441,3.76077671115636,2.0000043429231,0.602671142578125,-1.71711038061259,27.1399765014648,2.19907081366754,3.21871403174277,"directional migratory","partial directional migrant","","No island rule"
"Higgins and Peter 2002","ES1079","CC523","sw Australia","Tasmania","Birds","Passeriformes","Petroicidae","Petroica multicolor","Petroica multicolor campbelli","Petroica multicolor legii","Invertebrate",11.8,12.7,0.46,0.88,5,6,0.0735024619929263,0.00110415058443829,146.5,-42.1,1.07188200730613,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins and Peter 2002","ES1080","CC524","NSW, Vic & SA, Australia","Tasmania","Birds","Passeriformes","Petroicidae","Petroica phoenicea","Petroica phoenicea","Petroica phoenicea","Invertebrate",12.8,14.0333333333333,2.12029264703977,1.53834227975993,45,12,0.091990281094652,0.00161114980240656,146.5,-42.1,1.10720996964787,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"directional migratory","partial directional migrant","","No island rule"
"Higgins and Peter 2002","ES1081","CC525","NSW & Vic, Australia","Tasmania","Birds","Passeriformes","Petroicidae","Petroica rodinogaster","Petroica rodinogaster inexpectata ","Petroica rodinogaster rodinogaster ","Invertebrate",9.3,9.8,0.69,0.65,11,7,0.0523679855173159,0.00112888407337022,146.5,-42.1,0.968482948553935,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"directional migratory","partial directional migrant","","No island rule"
"Higgins and Peter 2002","ES1082","CC526","SA & WA, Australia","Kangaroo","Birds","Passeriformes","Acanthizidae","Sericornis frontalis","Sericornis frontalis mellori","Sericornis frontalis ashby","Invertebrate",12.4428571428571,12.4545454545455,0.998482882791133,0.945694069309558,35,11,0.000938918226617514,0.000708127730772835,137.207,-35.819,1.0949201149934,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"resident","full resident","","No island rule"
"Higgins and Peter 2002, Cain and Galbraith 1955","ES1083","CC527","sw Australia","Guadalcanal, Solomon Is","Birds","Passeriformes","Petroicidae","Petroica multicolor","Petroica multicolor campbelli","Petroica multicolor dennisi","Invertebrate",11.8,10.4,2.28,0.49,4,6,-0.126293725324292,0.00970350142709054,160.2,-9.6,1.07188200730613,3.72858913020319,3.23044917684554,0.8468953125,-1.60948775973961,24.9253005981445,1.46481123665284,3.45994404002679,"resident","full resident","","No island rule"
"Higgins and Peter 2002, Rogers et al. 1990","ES1084","CC528","n WA, NT & Qld, Australia","Tasmania","Birds","Passeriformes","Pachycephalidae","Colluricincla harmonica","Colluricincla harmonica brunnea","Colluricincla harmonica strigata","Invertebrate",63.7,76.5,7.31,2.23,6,4,0.183106178254372,0.00240728434567462,146.5,-42.1,1.80413943233535,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins and Peter 2002, Rogers et al. 1990","ES1085","CC529","Vic, Australia","Tasmania","Birds","Passeriformes","Pachycephalidae","Pachycephala olivacea","Pachycephala olivacea bathychroa","Pachycephala olivacea apatetes","Invertebrate",39,41.1,2.16,2.23,4,20,0.0524464753725425,0.000914059931870397,146.5,-42.1,1.5910646070265,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins and Peter 2002, Rogers et al. 1990","ES1086","CC530","NSW, Australia","Tasmania","Birds","Passeriformes","Pachycephalidae","Pachycephala pectoralis","Pachycephala pectoralis youngi ","Pachycephala pectoralis glaucura","Invertebrate",26.8,26.3,0.97,1.74,9,16,-0.0188329483330921,0.000419125506287175,146.5,-42.1,1.42813479402879,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","partial resident","","No island rule"
"Higgins and Peters 2002, Amstrong 2001","ES1087","CC531","Duniden, SI, NZ","Tiritiri Matangi","Birds","Passeriformes","Petroicidae","Petroica australis","Petroica australis australis","Petroica australis longipes","Invertebrate",36.88,28.75,2.999863191325,2.53125911895103,25,12,-0.249031631445034,0.000910631412313083,174.89,-36.6,1.56679091238159,0.342422680822206,0.602168551378997,0.582542822265625,-1.82142721267115,15.4776563644409,2.45544871188169,3.13321625790837,"resident","full resident","","No island rule"
"Higgins, 1999","ES1088","CC532","E Australia","Tasmania","Birds","Cuculiformes","Cuculidae","Cacomantis flabelliformis","Cacomantis flabelliformis","Cacomantis flabelliformis","Invertebrate",101.87880838178,104.570209430684,2.76308746017708,2.44479196878309,60,28,0.0260747526373545,3.17807799651224e-05,146.5,-42.1,2.00808385662683,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"directional migratory","partial directional migrant","","No island rule"
"Higgins, 1999","ES1089","CC533","NT Australia","Hinchinbrook","Birds","Coraciiformes","Alcedinidae","Ceyx pusillus","Alcedo pusilla ramsayi","Alcedo pulsilla halli","Invertebrate",8.21574867953281,9.06500657254215,0.167444782611431,0.091314168771029,13,5,0.0983686862454835,5.22466690818339e-05,146.24,-18.4,0.914647145686412,2.59659709562646,0.477265995424853,0.731908642578125,-1.81404348050205,23.4247722625732,2.45683049537367,3.41153553220933,"resident","full resident","","No island rule"
"Higgins, Peter & Cowling, 2006","ES1090","CC534","WA & NT, Australia","Melville","Birds","Passeriformes","Campephagidae","Coracina papuensis","Coracina papuensis hypoleuca","Coracina papuensis apsleyi","Omnivore",113.426089724605,106.775446455749,3.16888376140016,3.11374376230924,27,9,-0.0604234349554161,0.000123397148386536,130.8,-11.6,2.05471296037895,3.76077671115636,2.0000043429231,0.602671142578125,-1.71711038061259,27.1399765014648,2.19907081366754,3.21871403174277,"resident","full resident","","No island rule"
"Higgins, Peter & Cowling, 2006","ES1091","CC535","Australia","North Island (NZ)","Birds","Passeriformes","Dicruridae","Rhipidura fuliginosa","Rhipidura fuliginosa alisteri","Rhipidura fuliginosa placabilis","Invertebrate",8.5,7.7,0.93,1.11,39,7,-0.0988458346366326,0.00327564808996141,175.77,-38.53,0.929418925714293,5.05587122048443,3.2174842074226,0.77221298828125,-1.83911506355391,12.0418472290039,2.57434697777563,3.20831303329587,"resident","full resident","","No island rule"
"Higgins, Peter & Cowling, 2006","ES1092","CC535","Australia","South Island (NZ)","Birds","Passeriformes","Dicruridae","Rhipidura fuliginosa","Rhipidura fuliginosa alisteri","Rhipidura fuliginosa fuliginosa","Invertebrate",8.5,7.8,0.93,0.91,39,6,-0.0859424298007248,0.00257546555072507,171.154,-43.382,0.929418925714293,5.17735466417846,3.2174842074226,0.554348095703125,-1.80314081668506,8.8675708770752,2.61828228722475,3.19752842676559,"resident","full resident","","No island rule"
"Higgins, Peter & Steele, 2001","ES1093","CC536","Australia","Flinders","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus elisabethae","Invertebrate",9.58984198645598,11.2,0.711382550633812,0.594453530563996,443,13,0.155209366449062,0.000229120423119605,148,-40,0.981811451281654,3.13576851456782,2.1461311377706,0.57913037109375,-1.67594329171232,13.6551065444946,2.47515101604373,2.8667187418193,"resident","full resident","","No island rule"
"Higgins, Peter & Steele, 2001","ES1094","CC536","Australia","Kangaroo","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus ashbi","Invertebrate",9.9,10.9,0.63,0.76,214,8,0.0962280320945538,0.000626616257834061,137.207,-35.819,0.99563519459755,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"resident","full resident","","No island rule"
"Higgins, Peter & Steele, 2001","ES1095","CC536","Australia","King Island","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus samueli","Invertebrate",9.58984198645598,11.6333333333333,0.711382550633812,1.10075731506389,443,24,0.193170128688282,0.000385468683607547,143.983,-39.8666,0.981811451281654,3.04060234011407,1.93752290693622,0.607816455078125,-1.67055748897574,13.5845718383789,2.40037559565356,2.9906634605853,"resident","full resident","","No island rule"
"Higgins, Peter & Steele, 2001","ES1096","CC536","Australia","Tasmania","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus cyaneus","Invertebrate",9.58984198645598,10.9727272727273,0.711382550633812,1.08668337665549,443,44,0.134708443453131,0.000235328917753529,146.75,-42,0.981811451281654,4.83506245100823,2.30103216713096,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins, Peter & Steele, 2001","ES1097","CC537","Australia","Barrow","Birds","Passeriformes","Malluridae","Malurus leucopterus","Malurus leucopterus leuconotus","Malurus leucopterus edouardi","Invertebrate",7.6,7.52222222222222,0.405174859371441,0.470363508432954,13,18,-0.0102866447102757,0.000435853665318458,115.5,-21,0.880813592280791,2.30535136944662,1.95424733490676,0.218369848632813,-1.86414012556522,26.2926158905029,2.65944478842134,2.50238114667635,"resident","full resident","","No island rule"
"Higgins, Peter and Cowling 2006","ES1098","CC538","Qld, NSW, Vic, SA & WA, Australia","SI, NZ region","Birds","Passeriformes","Motacillidae","Anthus novaeseelandiae","Anthus novaeseelandiae australis","Anthus novaeseelandiae novaeseelandiae","Invertebrate",25.7538461538462,32.8142857142857,3.05422797152149,2.61396742793129,39,21,0.242279979485954,0.000662796202040424,170.5,-43.5,1.41084209701439,5.16386593513518,3.20412025408989,0.41903916015625,-1.87268326968228,7.39438772201538,2.61393500640286,3.45638293811134,"resident","full resident","","No island rule"
"Higgins, Peter and Cowling 2006","ES1099","CC539","Australia","Tasmania","Birds","Passeriformes","Campephagidae","Coracina novaehollandiae","Coracina novaehollandiae melanops","Coracina novaehollandiae novaehollandiae","Omnivore",117.5875,115.1,15.526783096744,15.51755428246,16,12,-0.021381421570233,0.00260439268230751,146.75,-42,2.07036115703299,4.83506245100823,2.30103216713096,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"directional migratory","partial directional migrant","","No island rule"
"Higgins, Peter and Cowling 2006","ES1100","CC540","Australia","Tasmania","Birds","Passeriformes","Artamidae","Cracticus torquatus","Cracticus torquatus leucopterus","Cracticus torquatus cinereus","Omnivore",85.1,101.6,4.67,2.21,18,4,0.177216499565053,0.000285589419879844,146.75,-42,1.92992956008459,4.83506245100823,2.30103216713096,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins, Peter and Cowling 2006","ES1101","CC541","n WA & N NT, Australia","Melville","Birds","Passeriformes","Oriolidae","Oriolus flavocinctus","Oriolus flavocinctus flavocinctus","Oriolus flavocinctus tiwi","FruiNect",91.1,90.1,5.18,4.56,9,7,-0.0110376396516204,0.000725152893347193,130.8,-11.6,1.959518376973,3.76077671115636,2.0000043429231,0.602671142578125,-1.71711038061259,27.1399765014648,2.19907081366754,3.21871403174277,"resident","full resident","","No island rule"
"Higgins, Peter and Cowling 2006","ES1102","CC542","Australia","Kangaroo","Birds","Passeriformes","Artamidae","Strepera versicolor","Strepera versicolor versicolor","Strepera versicolor halmaturina","Omnivore",382.025,360.666666666667,52.9221399794074,28.02337536177,20,15,-0.0575318807530027,0.00136200970659909,137.207,-35.819,2.58209178439543,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"resident","full resident","","No island rule"
"Higgins, Peter and Cowling 2006","ES1103","CC542","Australia","Tasmania","Birds","Passeriformes","Artamidae","Strepera versicolor","Strepera versicolor versicolor","Strepera versicolor arguta","Omnivore",425,482.8,43.87,22.23,5,6,0.12751332029896,0.00248435968753659,146.75,-42,2.62838893005031,4.83506245100823,2.30103216713096,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins, Peter and Cowling 2006","ES1104","CC543","NI, NZ","Tasmania","Birds","Passeriformes","Muscicapidae","Turdus merula","Turdus merula merula","Turdus merula merula","Omnivore",92.8,94.2,15.23,6.2,9,12,0.0149735417901626,0.00335368161435678,146.5,-42.1,1.96754797621886,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"directional migratory","partial directional migrant","","No island rule"
"Higgins, Peter and Cowling 2006","ES1105","CC544","NSW & Vic, Australia","Tasmania","Birds","Passeriformes","Muscicapidae","Zoothera lunulata","Zoothera lunulata lunulata","Zoothera lunulata lunulata","Invertebrate",112.16,111.5,10.0312763526462,12.2215695202565,20,14,-0.0059018323861065,0.00125812630098939,146.5,-42.1,2.04983800062258,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins, Peter and Cowling 2006, Counsilman 1974","ES1106","CC545","Vic, Australia","North Island (NZ)","Birds","Passeriformes","Sturnidae","Acridotheres tristis","Acridotheres tristis tristis","Acridotheres tristis tristis","Omnivore",126,130.5,13.41,8.2,5,32,0.0350913198112702,0.0023887915545837,175.77,-38.53,2.10037054511756,5.05587122048443,3.2174842074226,0.77221298828125,-1.83911506355391,12.0418472290039,2.57434697777563,3.20831303329587,"resident","full resident","","No island rule"
