Reference,ID,CommonControl,Mainland,Island,Class,Order,Family,Binomial,Species_main,Species_island,guild,Mean_m,Mean_i,sd_m,sd_i,N_m,N_i,RR,var,Long_i,Lat_i,logmass,Island_km2,Dist_near_mainland,NDVI,SDNDVI,tmean,tseas,prec,SPID
Ota 1991,ES1,CC1,Taiwan,Ishigakijima,Reptiles,Squamata,Agamidae,Diploderma polygonatum,Japalura polygonata,Japalura polygonata,Carnivorous,6.912690382,5.946292604,0.396159166,0.312089638,149,80,-0.150590975,5.65E-05,124.197,24.414,0.839647105,2.347408084,2.338458486,0.62720918,-1.775755863,23.1909771,2.599897957,3.330411742,SP1
Ota 1991,ES2,CC1,Taiwan,Okinawajima,Reptiles,Squamata,Agamidae,Diploderma polygonatum,Japalura polygonata,Japalura polygonata,Carnivorous,6.912690382,8.178502635,0.396159166,0.598427022,149,114,0.168150174,6.90E-05,127.9278,26.4794,0.839647105,3.081700074,2.763428742,0.483222998,-1.490924616,22.89743233,2.650553076,3.320220094,SP1
"Huang 2007, Kuo et al. 2009",ES3,CC2,Taiwan,Orchid,Reptiles,Squamata,Agamidae,Diploderma swinhonis,Japalura swinhonis,Japalura swinhonis,Carnivorous,12.20743479,12.02228213,0.54789939,0.636498334,87,126,-0.015283403,4.54E-05,121.55,22.05,1.086624413,1.670245853,1.954247335,0.646029688,-1.38513637,23.76355553,2.422869008,3.434824312,SP2
Sparkman et al 2018,ES5,CC3,Baja California,Santa Cruz,Reptiles,Squamata,Anguidae,Elgaria multicarinata,Elgaria multicarinata,Elgaria multicarinata multicarinata,Carnivorous,26.4966773,14.13377895,3.489738484,0.995069983,13,47,-0.628451738,0.00143978,-119.741,33.997,1.423191417,2.46834733,1.485735619,0.381268066,-1.842280738,15.26320839,2.370446726,2.59439255,SP3
Sparkman et al 2018,ES6,CC3,Baja California,Santa Rosa,Reptiles,Squamata,Anguidae,Elgaria multicarinata,Elgaria multicarinata,Elgaria multicarinata multicarinata,Carnivorous,26.4966773,10.95555078,3.489738484,1.43916159,13,52,-0.883173092,0.001666173,-120.098,33.965,1.423191417,2.336459734,1.63949645,0.361041309,-1.56896166,14.55853176,2.329975688,2.612084181,SP3
Boback 2006,ES7,CC4,Belize,Crawl Cay,Reptiles,Squamata,Boidae,Boa constrictor,Boa constrictor,Boa constrictor,Carnivorous,1457.559263,1168.785701,455.8287644,60.35532721,21,26,-0.220797951,0.004759836,-88.216,16.599,3.163626222,-0.795880017,1.079217436,0.740034961,-1.757717231,25.23840141,2.203227429,3.38950598,SP4
Boback 2006,ES8,CC4,Belize,False Cay,Reptiles,Squamata,Boidae,Boa constrictor,Boa constrictor,Boa constrictor,Carnivorous,1457.559263,894.6277699,455.8287644,126.7658483,21,9,-0.488110846,0.006888159,-88.339,16.6,3.163626222,-0.619788758,0.176380692,0.501460303,-1.889919414,26.63372993,2.204147152,3.352304081,SP4
Boback 2006,ES9,CC4,Belize,Lagoon Caye,Reptiles,Squamata,Boidae,Boa constrictor,Boa constrictor,Boa constrictor,Carnivorous,1457.559263,580.2564069,455.8287644,146.2882714,21,12,-0.921048491,0.009953882,-88.209,16.63,3.163626222,-1.344861565,1.07191881,0.57021958,-1.682925726,26.6972084,2.16984546,3.34077118,SP4
Boback 2006,ES10,CC4,Belize,Peter Douglas Cay,Reptiles,Squamata,Boidae,Boa constrictor,Boa constrictor,Boa constrictor,Carnivorous,1457.559263,477.915909,455.8287644,85.4193593,21,4,-1.115083783,0.012643647,-88.171,16.711,3.163626222,-0.958607315,1.143046043,-0.059449994,-1.757717231,26.92416763,2.136362862,3.337718772,SP4
Boback 2006,ES11,CC4,Belize,West Snake Cay,Reptiles,Squamata,Boidae,Boa constrictor,Boa constrictor,Boa constrictor,Carnivorous,1457.559263,1090.732779,455.8287644,164.0682079,21,40,-0.289913554,0.005222929,-88.567,16.183,3.163626222,-1.271646218,0.770925615,0.740034961,-1.757717231,25.23840141,2.203227429,3.38950598,SP4
Glaw et al. 2012,ES12,CC5,Madagascar,Nosy Hara,Reptiles,Squamata,Chamaeleonidae,Brookesia confidens,Brookesia confidens,Brookesia micra,Carnivorous,0.325693318,0.215944412,0.015167091,0.005318402,6,7,-0.410935173,0.000448092,49.0126,-12.242,-0.487191151,0.431363764,0.820923588,0.457038721,-1.694838487,26.0230999,2.081685215,3.074798144,SP5
"Villeneuve 2017, Glaw et al. 2012",ES13,CC6,Madagascar,Nosy Hara,Reptiles,Squamata,Chamaeleonidae,Brookesia confidens,Brookesia confidens,Brookesia micra,Carnivorous,0.325693318,0.162821554,0.015167091,0.024717863,6,56,-0.693301355,0.000772978,49.0126,-12.242,-0.487191151,0.431363764,0.820923588,0.457038721,-1.694838487,26.0230999,2.081685215,3.074798144,SP5
Protzel et al. 2015,ES14,CC7,Madagascar,Nosy Be,Reptiles,Squamata,Chamaeleonidae,Calumma linotum,Calumma linotum,Calumma boettgeri,Carnivorous,4.031067704,3.4036224,0.267408533,0.255860764,11,27,-0.169191004,0.000609349,48.26,-13.326,0.605420092,2.505177121,1.079940597,0.712896973,-1.828679779,25.78669739,2.134027409,3.330505077,SP6
McCord and Thomson 2002,ES15,CC8,Australia,New Guinea,Reptiles,Testudines,Chelidae,Chelodina canni,Chelodina canni,Chelodina novaeguineae,Carnivorous,1069.153654,503.3870565,101.5348335,60.78565236,13,12,-0.753263267,0.001908869,141.814,-5.752,3.029040125,5.895286048,2.184694269,0.770036768,-1.438261272,22.6774826,1.759677122,3.704001758,SP7
McCord and Thomson 2002,ES16,CC8,Australia,New Guinea,Reptiles,Testudines,Chelidae,Chelodina canni,Chelodina canni,Chelodina reimanni,Carnivorous,1069.153654,565.4246122,101.5348335,97.5373696,13,12,-0.637045662,0.003173526,141.814,-5.752,3.029040125,5.895286048,2.184694269,0.770036768,-1.438261272,22.6774826,1.759677122,3.704001758,SP7
"Rhodin 1994b, Kuchling et al. 2009",ES17,CC9,East Timor,Roti,Reptiles,Testudines,Chelidae,Chelodina mccordi,Chelodina mccordi timorlestensis,Chelodina mccordi mccordi,Carnivorous,992.8173127,808.6617,187.8509766,80.79975015,9,15,-0.205166013,0.004643397,123.1587,-10.7311,2.996869342,3.079181246,1.044578955,0.560354639,-1.667383115,27.05334663,1.944527175,3.111991548,SP8
Sparkman et al 2018,ES18,CC10,Baja California,Santa Cruz,Reptiles,Squamata,Colubridae,Coluber constrictor,Coluber constrictor,Coluber constrictor mormon,Carnivorous,38.64630223,32.27957711,6.885878807,3.116303756,63,97,-0.180016355,0.000600005,-119.741,33.997,1.587107946,2.46834733,1.485735619,0.381268066,-1.842280738,15.26320839,2.370446726,2.59439255,SP9
"Hasegawa and Moriguchi 1984, Fukada 1978",ES19,CC11,Honshu (Kyoto),Kozushima,Reptiles,Squamata,Colubridae,Elaphe climacophora,Elaphe climacophora,Elaphe climacophora,Carnivorous,434.4681584,347.0655296,57.34384238,22.24691356,10,10,-0.224609051,0.00215292,139.146,34.21,2.637957953,1.266701967,1.682154105,0.648254004,-1.810278782,16.85753059,2.790811896,3.387256314,SP10
"Hasegawa and Moriguchi 1984, Fukada 1978",ES20,CC11,Honshu (Kyoto),Niijima,Reptiles,Squamata,Colubridae,Elaphe climacophora,Elaphe climacophora,Elaphe climacophora,Carnivorous,434.4681584,515.1485419,57.34384238,29.48354732,10,10,0.170332631,0.002069601,139.265,34.373,2.637957953,1.361727836,1.568213462,0.653934424,-1.978029252,16.85838127,2.791018584,3.370605601,SP10
"Hasegawa and Moriguchi 1984, Fukada 1978",ES21,CC11,Honshu (Kyoto),Oshima,Reptiles,Squamata,Colubridae,Elaphe climacophora,Elaphe climacophora,Elaphe climacophora,Carnivorous,434.4681584,485.0156354,57.34384238,60.21874806,10,10,0.11005847,0.003283568,139.4,34.734,2.637957953,1.959041392,1.369234417,0.596099268,-1.602060787,15.67094135,2.817834514,3.320457869,SP10
"Hasegawa and Moriguchi 1984, Tanaka 2011",ES22,CC12,Honshu (Shiga Prefecture),Kozushima,Reptiles,Squamata,Colubridae,Elaphe quadrivirgata,Elaphe quadrivirgata,Elaphe quadrivirgata,Carnivorous,176.2560068,309.9272564,21.51204709,10.96524612,91,20,0.564400091,0.000226282,139.146,34.21,2.246143927,1.266701967,1.682154105,0.648254004,-1.810278782,16.85753059,2.790811896,3.387256314,SP11
"Hasegawa and Moriguchi 1984, Tanaka 2011",ES23,CC12,Honshu (Shiga Prefecture),Mikura,Reptiles,Squamata,Colubridae,Elaphe quadrivirgata,Elaphe quadrivirgata,Elaphe quadrivirgata,Carnivorous,176.2560068,260.6453043,21.51204709,18.74056935,91,20,0.391222974,0.00042218,139.601,33.874,2.246143927,1.31344537,2.000004343,0.449534619,-1.319799479,16.16842842,2.759785429,3.434568904,SP11
"Hasegawa and Moriguchi 1984, Tanaka 2011",ES24,CC12,Honshu (Shiga Prefecture),Niijima,Reptiles,Squamata,Colubridae,Elaphe quadrivirgata,Elaphe quadrivirgata,Elaphe quadrivirgata,Carnivorous,176.2560068,268.0773507,21.51204709,30.53276752,91,20,0.419338039,0.000812302,139.265,34.373,2.246143927,1.361727836,1.568213462,0.653934424,-1.978029252,16.85838127,2.791018584,3.370605601,SP11
"Hasegawa and Moriguchi 1984, Tanaka 2011",ES25,CC12,Honshu (Shiga Prefecture),Oshima,Reptiles,Squamata,Colubridae,Elaphe quadrivirgata,Elaphe quadrivirgata,Elaphe quadrivirgata,Carnivorous,176.2560068,79.58141781,21.51204709,26.96019126,91,20,-0.795156901,0.005902118,139.4,34.734,2.246143927,1.959041392,1.369234417,0.596099268,-1.602060787,15.67094135,2.817834514,3.320457869,SP11
"Hasegawa and Moriguchi 1984, Tanaka 2011",ES26,CC12,Honshu (Shiga Prefecture),Tadanae,Reptiles,Squamata,Colubridae,Elaphe quadrivirgata,Elaphe quadrivirgata,Elaphe quadrivirgata,Carnivorous,176.2560068,573.705217,21.51204709,27.43976798,91,20,1.180178183,0.000278075,139.191,34.207,2.246143927,-1.22184875,1.716011695,0.648254004,-1.810278782,16.85753059,2.790811896,3.387256314,SP11
Tanaka 2011,ES28,CC13,Honshu (Shiga Prefecture),Yakushima,Reptiles,Squamata,Colubridae,Elaphe quadrivirgata,Elaphe quadrivirgata,Elaphe quadrivirgata,Carnivorous,176.2560068,144.3199603,21.51204709,15.41223715,91,174,-0.199904741,0.000229238,130.588,30.3245,2.246143927,2.73239376,1.785336955,0.820676758,-1.781754721,14.59250164,2.799059356,3.511628066,SP11
Tanaka and Ota 2002,ES29,CC14,"Kyoto, Japan",Yakushima,Reptiles,Squamata,Colubridae,Elaphe quadrivirgata,Elaphe quadrivirgata,Elaphe quadrivirgata,Carnivorous,211.5209382,120.9810802,117.6400538,18.01847515,2,67,-0.55868982,0.154989543,130.588,30.3245,2.325353364,2.73239376,1.785336955,0.820676758,-1.781754721,14.59250164,2.799059356,3.511628066,SP11
Clark 1967,ES30,CC15,Euboia,Ios,Reptiles,Squamata,Colubridae,Elaphe quatuorlineata,Elaphe quatuorlineata,Elaphe quatuorlineata,Carnivorous,336.1258449,230.0645762,41.12173915,8.925099459,13,2,-0.379125593,0.001903802,25.293,36.724,2.526501907,2.037426498,2.16435583,0.344462817,-1.951556851,17.87366486,2.702510656,2.651035595,SP12
Clark 1967,ES31,CC15,Euboia,Mykonos,Reptiles,Squamata,Colubridae,Elaphe quatuorlineata,Elaphe quatuorlineata,Elaphe quatuorlineata,Carnivorous,336.1258449,124.2481515,41.12173915,22.60122187,13,2,-0.995204841,0.017695832,25.353,37.4489,2.526501907,2.02201574,1.934503501,0.341194678,-2.005524504,17.76660347,2.72255831,2.630539725,SP12
Fornasiero et al 2007,ES34,CC16,Italy (Pisa),Asinara,Reptiles,Squamata,Colubridae,Hierophis viridiflavus,Hierophis viridiflavus,Hierophis viridiflavus,Carnivorous,186.280986,90.93794639,20.1902396,8.068967114,55,32,-0.717078845,0.000459625,8.32,41.08,2.270168528,1.716003344,2.432970893,0.578160254,-1.642392577,16.39767075,2.702744197,2.694183851,SP13
Fornasiero et al 2007,ES35,CC16,Italy (Pisa),Capraia,Reptiles,Squamata,Colubridae,Hierophis viridiflavus,Hierophis viridiflavus,Hierophis viridiflavus,Carnivorous,186.280986,115.2454136,20.1902396,13.23290273,55,10,-0.480192325,0.001532039,9.818,43.039,2.270168528,1.278753601,1.707578692,0.567063086,-1.803139048,16.3754158,2.735474678,2.852784869,SP13
Fornasiero et al 2007,ES36,CC16,Italy (Pisa),Corsica,Reptiles,Squamata,Colubridae,Hierophis viridiflavus,Hierophis viridiflavus,Hierophis viridiflavus,Carnivorous,186.280986,118.0826985,20.1902396,15.8142974,55,15,-0.455870997,0.001409329,9.12,42.1,2.270168528,3.938569756,1.904179783,0.627191943,-1.922814329,12.08275795,2.783306102,2.904647176,SP13
Fornasiero et al 2007,ES37,CC16,Italy (Pisa),Elba,Reptiles,Squamata,Colubridae,Hierophis viridiflavus,Hierophis viridiflavus,Hierophis viridiflavus,Carnivorous,186.280986,146.36187,20.1902396,21.19992726,55,6,-0.241174094,0.003710317,10.193,42.775,2.270168528,2.350248018,0.977769318,0.666049463,-2.170616615,15.0973177,2.775914164,2.772761629,SP13
Fornasiero et al 2007,ES38,CC16,Italy (Pisa),Giglio,Reptiles,Squamata,Colubridae,Hierophis viridiflavus,Hierophis viridiflavus,Hierophis viridiflavus,Carnivorous,227.9057468,126.3674476,23.20786914,10.02237688,43,8,-0.589738239,0.001027439,10.905,42.355,2.357755276,1.376576957,1.167346878,0.543368896,-1.44431058,16.09832001,2.745530563,2.703153755,SP13
Fornasiero et al 2007,ES39,CC16,Italy (Pisa),Montecristo,Reptiles,Squamata,Colubridae,Hierophis viridiflavus,Hierophis viridiflavus,Hierophis viridiflavus,Carnivorous,186.280986,93.12774018,20.1902396,8.550235398,55,83,-0.69328411,0.00031515,10.3077,43.332,2.270168528,1.016615548,1.797966559,0.611712158,-1.430594976,15.45972252,2.776015755,2.840106094,SP13
Fornasiero et al 2007,ES40,CC16,Italy (Pisa),Pianosa,Reptiles,Squamata,Colubridae,Hierophis viridiflavus,Hierophis viridiflavus,Hierophis viridiflavus,Carnivorous,186.280986,136.030598,20.1902396,12.66148607,55,9,-0.314376365,0.001176208,10.078,42.584,2.270168528,1.010723865,1.686645205,0.600599219,-1.728715189,16.80578423,2.709063238,2.620271431,SP13
Fornasiero et al 2007,ES41,CC16,Italy (Pisa),Sardinia,Reptiles,Squamata,Colubridae,Hierophis viridiflavus,Hierophis viridiflavus,Hierophis viridiflavus,Carnivorous,186.280986,92.68410713,20.1902396,9.481724692,55,24,-0.698059197,0.000649658,9.034,40.029,2.270168528,4.377178713,2.330415803,0.583570215,-1.736022433,14.67077637,2.781609188,2.797815941,SP13
Luiselli et al. 2015,ES42,CC17,Italy,Montecristo,Reptiles,Squamata,Colubridae,Hierophis viridiflavus,Hierophis viridiflavus,Hierophis viridiflavus,Carnivorous,175.9238274,90.49742704,39.62756121,8.112195025,55,109,-0.664729683,0.000996253,10.3077,43.332,2.245324665,1.016615548,1.797966559,0.611712158,-1.430594976,15.45972252,2.776015755,2.840106094,SP13
Sparkman et al 2018,ES45,CC18,Baja California,Santa Cruz,Reptiles,Squamata,Colubridae,Pituophis catenifer,Pituophis catenifer,Pituophis catenifer pumilis,Carnivorous,142.9312701,67.29228034,42.50939752,11.02259897,48,45,-0.753318361,0.002439028,-119.741,33.997,2.155127253,2.46834733,1.485735619,0.381268066,-1.842280738,15.26320839,2.370446726,2.59439255,SP14
Manier 2004,ES47,CC19,Mexico,Cerralvo,Reptiles,Squamata,Colubridae,Rhinocheilus lecontei,Rhinocheilus lecontei antonii,Rhinocheilus lecontei etheridge,Carnivorous,55.83670349,192.0936154,10.37033492,24.67007406,20,2,1.235551412,0.009971502,-109.871,24.227,1.74691977,2.146655073,0.941063988,0.258149512,-1.493381067,22.47316742,2.667794819,2.466719363,SP15
Klauber 1946b,ES53,CC20,California,Cedros,Reptiles,Squamata,Colubridae,Pituophis catenifer,"Pituophis catenifer annectens, affinis, bimaris",Pituophis catenifer insulanus,Carnivorous,474.182637,230.4279144,12.45590827,23.72259794,4,2,-0.72165448,0.005471875,-115.222,28.183,2.675945647,2.54194724,1.380229337,0.157789832,-1.819394773,19.58104324,2.399189034,1.969881658,SP14
Klauber 1946b,ES54,CC20,California,San Martin,Reptiles,Squamata,Colubridae,Pituophis catenifer,"Pituophis catenifer annectens, affinis, bimaris",Pituophis catenifer fuliginatus,Carnivorous,474.182637,178.4466571,12.45590827,47.05048566,4,2,-0.977302841,0.034932634,-116.113,30.488,2.675945647,0.361727836,0.699056855,0.312139307,-1.383665924,14.66250038,2.280080561,2.350248018,SP14
Tanaka 2011,ES56,CC13,Honshu (Shiga Prefecture),Yakushima,Reptiles,Squamata,Colubridae,Elaphe quadrivirgata,Elaphe quadrivirgata,Elaphe quadrivirgata,Carnivorous,201.55,119.65,84.32,39.43,91,174,-0.521466675,0.002547467,130.588,30.3245,2.304382802,2.73239376,1.785336955,0.820676758,-1.781754721,14.59250164,2.799059356,3.511628066,SP11
Andrews 1979,ES57,CC21,Costa Rica,Dominica,Reptiles,Squamata,Dactyloidae,Anolis humilis,Anolis humilis,Anolis oculatus,Carnivorous,1.231474621,7.454217525,0.067843056,1.187845311,2,2,1.800567652,0.014214052,-61.339,15.428,0.090425466,2.896140251,2.707571028,0.812613135,-1.623125245,24.40201187,2.023579029,3.288439266,SP16
Klutsch et al 2007,ES60,CC22,Honduras,Utila,Reptiles,Squamata,Dactyloidae,Anolis lemurinus,Norops lemorinus,Norops bicaorum,Carnivorous,3.702410023,4.931953265,0.28365078,0.506384505,38,33,0.286751144,0.000473914,-86.937,16.0959,0.568484513,1.653212514,1.528929549,0.70825498,-1.953395701,27.19332314,2.195547656,3.408321385,SP17
Andrews 1979,ES61,CC23,Costa Rica,Dominica,Reptiles,Squamata,Dactyloidae,Anolis limifrons,Anolis limifrons,Anolis oculatus,Carnivorous,1.378035782,7.454217525,0.048713565,1.187845311,2,2,1.688120844,0.013321359,-61.339,15.428,0.139260494,2.896140251,2.707571028,0.812613135,-1.623125245,24.40201187,2.023579029,3.288439266,SP18
Hernández-Salinas et al. 2014,ES62,CC24,"Jalisco, Mexico",San Pancho/Isla La Colorada,Reptiles,Squamata,Dactyloidae,Anolis nebulosus,Anolis nebulosus,Anolis nebulosus,Carnivorous,1.217412379,2.298897748,0.040220638,0.114944887,151,149,0.635702163,2.40E-05,-105.093,19.539,0.085437713,-1.657577319,-0.008330993,0.644506396,-1.475782016,25.33365059,2.319754367,2.98505804,SP19
Senczuk et al 2014,ES63,CC25,Mexico_Chimela_Bay,San Agustin (Don Panchito),Reptiles,Squamata,Dactyloidae,Anolis nebulosus,Anolis nebulosus,Anolis nebulosus,Carnivorous,1.283952906,3.117073117,0.086901089,0.155174619,38,18,0.886950931,0.000258232,-105.088363,19.5348,0.108549094,-1.48148606,-0.326979093,0.644506396,-1.475782016,25.33365059,2.319754367,2.98505804,SP19
Siliceo-Cantero et al. 2016,ES64,CC26,Mexico,San Agustin (Don Panchito),Reptiles,Squamata,Dactyloidae,Anolis nebulosus,Anolis nebulosus,Anolis nebulosus,Carnivorous,0.869170152,1.693126291,0.101149041,0.269953003,78,112,0.666793067,0.000400604,-105.088363,19.5348,-0.060895196,-1.48148606,-0.326979093,0.644506396,-1.475782016,25.33365059,2.319754367,2.98505804,SP19
"Herrel et al 2011, Jenssen et al. 1995",ES65,CC27,USA (S Carolina),Little Cayman,Reptiles,Squamata,Dactyloidae,Anolis carolinensis,Anolis carolinensis,Anolis maynardi,Carnivorous,3.34,4.55,1,0.771,441,27,0.309156426,0.00126673,-80.0408,19.6889,0.523746467,1.414973348,2.384355207,0.603584375,-1.792969523,26.77814293,2.174276144,3.090948974,SP20
Schwartz 1966,ES67,CC28,Puerto Rico,Anegada Island,Reptiles,Squamata,Dipsadidae,Borikenophis portoricensis,Alsophis portoricensis portoricensis,Alsophis portoricensis anegadae,Carnivorous,196.9286515,87.34714703,20.92398463,3.95284273,2,2,-0.812951113,0.006668682,-64.334,18.732,2.294308907,1.579783597,2.123854906,0.417148682,-1.787599821,26.6708374,1.975397621,3.018700499,SP21
Schwartz 1966,ES69,CC28,Puerto Rico,Caja de Muerto Islands,Reptiles,Squamata,Dipsadidae,Borikenophis portoricensis,Alsophis portoricensis portoricensis,Alsophis portoricensis prymnus,Carnivorous,196.9286515,68.21919377,20.92398463,2.125072965,2,2,-1.060115529,0.006129883,-66.519,17.894,2.294308907,0.187520721,0.924330985,0.666811035,-1.407466931,26.63541603,2.063634485,2.919078092,SP21
Schwartz 1966,ES70,CC28,Puerto Rico,Mona,Reptiles,Squamata,Dipsadidae,Borikenophis portoricensis,Alsophis portoricensis portoricensis,Alsophis portoricensis variegatus,Carnivorous,196.9286515,55.21015939,20.92398463,1.867952531,2,2,-1.271694505,0.006217054,-67.896,18.0868,2.294308907,1.755874856,1.828021517,0.651172607,-1.810369813,26.18891525,2.088791918,3.006962084,SP21
Schwartz 1966,ES71,CC28,Puerto Rico,Saint Thomas,Reptiles,Squamata,Dipsadidae,Borikenophis portoricensis,Alsophis portoricensis portoricensis,Alsophis portoricensis richardi,Carnivorous,196.9286515,125.0497098,20.92398463,17.46330503,2,2,-0.454130151,0.015395889,-64.946,18.351,2.294308907,1.919078092,1.776708446,0.66653252,-1.950235107,26.03484917,2.073218368,3.033427781,SP21
Schwartz 1966,ES72,CC28,Puerto Rico,Vieques,Reptiles,Squamata,Dipsadidae,Borikenophis portoricensis,Alsophis portoricensis portoricensis,Alsophis portoricensis aphantus,Carnivorous,196.9286515,90.42178827,109.5243684,7.468682704,2,3,-0.778356229,0.156932626,-65.433,18.124,2.294308907,2.130333768,1.012879387,0.68557041,-1.891226514,25.99070168,2.102490386,3.111900721,SP21
"Dunn and Saxe 1950, Zug et al. 1979",ES73,CC29,Central America,Isla de San Andrés,Reptiles,Squamata,Dipsadidae,Coniophanes fissidens,Coniophanes fissidens,Coniophanes andresensis,Carnivorous,17.29695241,50.59751867,2.68230367,6.376289284,29,2,1.073372213,0.008769732,-81.717,12.546,1.23796959,1.414973348,2.283303491,0.642508447,-1.494737795,27.08958244,1.718907179,3.25541724,SP22
"Dunn and Saxe 1950, Zug et al. 1979",ES74,CC29,Central America,Isla de San Andrés,Reptiles,Squamata,Dipsadidae,Coniophanes fissidens,Coniophanes fissidens,Coniophanes andresensis,Carnivorous,17.29695241,50.59751867,2.68230367,6.376289284,29,2,1.073372213,0.008769732,-81.717,12.546,1.23796959,1.414973348,2.283303491,0.642508447,-1.494737795,27.08958244,1.718907179,3.25541724,SP22
Peters 1966,ES75,CC30,"Venezuela, the Guianas",Trinidad,Reptiles,Squamata,Dipsadidae,Dipsas variegata,Dipsas variegata variegata,Dipsas variegata trinitatis,Carnivorous,92.63127579,46.95982924,0.102408619,0.338532021,2,2,-0.679334297,2.66E-05,-61.246,10.431,1.966757646,3.683767261,1.176120211,0.757910742,-1.798855685,26.35933113,1.758862316,3.286345163,SP23
Shine 1981,ES77,CC31,Australia,Tasmania,Reptiles,Squamata,Elapidae,Drysdalia coronoides,Drysdalia coronoides,Drysdalia coronoides,Carnivorous,13.03640893,18.5357286,1.750494974,2.314538437,80,79,0.351954015,0.000422751,146.5,-42.1,1.115157975,4.803176983,2.380213051,0.698959326,-1.942426617,8.776232719,2.515859984,3.162150303,SP24
"Pearson et al. 2001, Shine 1981",ES78,CC32,Australia,Mondrain,Reptiles,Squamata,Elapidae,Elapognathus coronatus,Drysdalia coronata,Elapognathus coronatus,Carnivorous,17.84296509,36.95305453,2.760661324,5.130964715,133,48,0.728038993,0.000581644,122.246,-34.135,1.251467026,0.901458321,1.027797943,0.46566748,-1.585947122,16.24180603,2.401154253,2.87909588,SP25
Ji and Wang 2005,ES79,CC33,Mainland China,Zhoushan,Reptiles,Squamata,Elapidae,Naja atra,Naja atra,Naja atra,Carnivorous,276.9345195,350.3808383,25.55818532,30.01416667,118,34,0.235239586,0.000288002,122.121,30.059,2.442377093,2.670894954,0.954290762,0.478612109,-1.93870371,16.4111042,2.902087055,3.102097398,SP26
Schwaner and Sarre 1990,ES80,CC34,"Australia (SW,S, NSW)",Carnac Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,196.3306895,192.5021715,50.01999831,1.843657668,343,23,-0.019692995,0.00019323,115.662,-32.121,2.292988192,-0.721246399,1.000043427,0.449641846,-1.904617233,18.39569283,2.552110092,2.875657302,SP27
Schwaner and Sarre 1990,ES81,CC35,Tasmania Island,Chappell Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,313.8099857,535.7239051,16.91372279,27.38518196,131,690,0.534831264,2.60E-05,147.927,-40.272,2.496666759,0.509202522,1.712321332,0.47114165,-1.543690414,13.8509407,2.463464198,2.848743197,SP27
Schwaner and Sarre 1990,ES82,CC34,"Australia (SW,S, NSW)",East Franklin Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,196.3306895,456.3023393,50.01999831,22.10361899,343,128,0.843355186,0.000207574,133.67,-32.445,2.292988192,0.505149978,1.176120211,0.295769629,-1.501762495,16.74416733,2.471179399,2.486146979,SP27
Schwaner and Sarre 1990,ES83,CC34,"Australia (SW,S, NSW)",Hareby Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,196.3306895,289.7532171,50.01999831,2.464234458,343,31,0.389229156,0.000191575,136.294,-34.581,2.292988192,-0.113509275,1.245537343,0.321617065,-1.626993547,16.36162567,2.448850812,2.574262844,SP27
Schwaner and Sarre 1990,ES84,CC34,"Australia (SW,S, NSW)",Hopkins Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,196.3306895,436.695088,50.01999831,22.79242525,343,113,0.799434784,0.000213349,136.059,-34.965,2.292988192,0.209515015,0.681331706,0.516161084,-2.045063556,15.97882557,2.397310695,2.630020857,SP27
Schwaner and Sarre 1990,ES85,CC34,"Australia (SW,S, NSW)",Kangaroo Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,196.3306895,360.8302635,50.01999831,18.38491889,343,96,0.608607235,0.000216284,137.207,-35.819,2.292988192,3.643945913,1.130365937,0.5435021,-1.745276431,15.36809826,2.499827607,2.78986441,SP27
Schwaner and Sarre 1990,ES86,CC34,"Australia (SW,S, NSW)",Reevesby,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,196.3306895,291.9267163,50.01999831,2.889497907,343,30,0.39670237,0.000192507,136.059,-34.965,2.292988192,0.536558443,0.672190251,0.516161084,-2.045063556,15.97882557,2.397310695,2.630020857,SP27
Schwaner and Sarre 1990,ES87,CC34,"Australia (SW,S, NSW)",Roxby,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,196.3306895,147.8043887,50.01999831,12.13047236,343,76,-0.283910727,0.000277869,136.315,-34.591,2.292988192,-0.036212173,1.311775046,0.377248828,-1.602645135,16.47259903,2.471114811,2.56675557,SP27
Schwaner and Sarre 1990,ES88,CC34,"Australia (SW,S, NSW)",Tasmania,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,196.3306895,313.8099857,50.01999831,16.91372279,343,131,0.468987233,0.000211417,146.5,-42.1,2.292988192,4.803176983,2.380213051,0.698959326,-1.942426617,8.776232719,2.515859984,3.162150303,SP27
