"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Allometry","Phylogeny","Data_source_type","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Wang et al. 2009","China (Zhejiang province)","Xiashi","Amphibians","Anura","Ranidae","Pelophylax nigromaculatus","Rana nigromaculata","Rana nigromaculata","","Female","SVL",73.45,86.6,2.3,2.16,24,19,NA,73.45,NA,2.3,NA,24,NA,86.6,NA,2.16,NA,19,122.26,29.743,1.22271647114758,1.12060683105677,"10^-4.862×SVL^3.492 (Ranidae); Santini et al. 2017","","Island rule",0.354645043945313,0.0164240646362305,16.4318161010742,766.963562011719,1264.25,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.354645043945313,-1.75885052652849,16.4318161010742,2.88477473136339,3.10183296230458,NA,73.45,86.6,2.3,2.16
"Wang et al. 2009","China (Zhejiang province)","Xiushan","Amphibians","Anura","Ranidae","Pelophylax nigromaculatus","Rana nigromaculata","Rana nigromaculata","","Female","SVL",73.45,89.53,2.3,2.41,24,10,NA,73.45,NA,2.3,NA,24,NA,89.53,NA,2.41,NA,10,122.164,30.173,1.36172783601759,1.73640447090963,"10^-4.862×SVL^3.492 (Ranidae); Santini et al. 2017","","Island rule",0.381020068359375,0.010888835144043,16.4867877960205,793.8701171875,1212.18994140625,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.381020068359375,-1.92486069502781,16.4867877960205,2.89974945456458,3.08357067597008,NA,73.45,89.53,2.3,2.41
"Wang et al. 2009","China (Zhejiang province)","Zhoushan","Amphibians","Anura","Ranidae","Pelophylax nigromaculatus","Rana nigromaculata","Rana nigromaculata","","Female","SVL",73.45,71.64,2.3,2.17,24,33,NA,73.45,NA,2.3,NA,24,NA,71.64,NA,2.17,NA,33,122.121,30.059,2.67089495352021,0.954290761701127,"10^-4.862×SVL^3.492 (Ranidae); Santini et al. 2017","","Island rule",0.478612109375,0.0105158576965332,16.4111042022705,798.154663085938,1265.02001953125,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.478612109375,-1.93870371041364,16.4111042022705,2.90208705528113,3.10209739847876,NA,73.45,71.64,2.3,2.17
"Brasileiro et al. 2007, Heyer et al. 1990","Brazil","Ilha dos Alcatrazes","Amphibians","Anura","Leptodactylidae","Cycloramphus eleutherodactylus","Cycloramphus eleutherodactylus","Cycloramphus faustoi","","Both","SVL",37.85,38.0954545454545,3.30403793357275,4.6588287225658,4,11,37.1,38.6,1.272792206,5.374011537,2,2,34.425,42.5,2.644041042,1.031814273,6,5,-45.696,-24.1,0.173186268412274,1.54408045258678,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",NA,NA,NA,NA,NA,0.59906015625,0.0406014068603516,21.5395832061768,251.039810180664,2639,0.693767041015625,0.0402455139160156,21.5395832061768,251.039810180664,2639,0.693767041015625,-1.38462328074966,21.5395832061768,2.39974259785885,3.42143939022005,NA,37.85,38.0954545454545,3.30403793357275,4.6588287225658
"Clark 1967","Mainland Greece (North)","Spetsai","Amphibians","Anura","Bufonidae","Bufo viridis","Bufo viridis","Bufo viridis viridis","","Male","SVL",64.853,60,8.252,12.728,115,2,NA,NA,NA,NA,NA,NA,60,NA,12.72792206,NA,2,NA,23.134,37.258,1.34635297445064,0.361916618668643,"10^-3.791×SVL^2.914 (Bufonidae); Santini et al. 2017","","No island rule",0.45666572265625,0.0116512741088867,17.6349029541016,583.508178710938,496.75,0.482271533203125,0.0139379470825195,17.1410026550293,602.851379394531,501.037048339844,0.4243013671875,0.012227758026123,16.9447441101074,624.17529296875,479.163513183594,0.45666572265625,-1.89786573452021,17.6349029541016,2.76604694768925,2.69613787578185,NA,64.853,60,8.252,12.728
"Arntzen and Garcia-Paris 1995","Spain (South)","Mallorca","Amphibians","Anura","Alytidae","Alytes dickhilleni","Alytes dickhilleni","Alytes mustelensis","","Both","SVL",43.447,32.6,3.323,2.17,53,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9951,39.7104,3.56110138364906,2.24055174422073,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny: Arntzen, J. & García-París, M. Morphological and allozyme studies of midwife toads (genus Alytes), including the description of two new taxa from Spain. Contributions to Zoology 65, 5-34 (1995).","No island rule",0.482746484375,0.0090796760559082,16.1161193847656,567.291137695312,641.849975585938,0.4811669921875,0.00829174346923828,15.6639108657837,567.610473632812,589.834777832031,0.48001826171875,0.0100764625549316,16.1529579162598,553.938659667969,538.662048339844,0.4811669921875,-2.0319027889097,15.6639108657837,2.75405040052569,2.77073037583745,NA,43.447,32.6,3.323,2.17
"Bell 1978","New Zealand (North)","Stephens","Amphibians","Anura","Leiopelmatidae","Leiopelma archeyi","Leiopelma archeyi","Leiopelma hamiltoni","","Unsexed","SVL",27.35623,37.575,6.494702,10.863301,171,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.9966,-40.6712,0.176091259055681,1.91381914862559,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny: Bell, B. D., Daugherty, C. H., & Hay, J. M. (1998). Leiopelma pakeka, n. sp.(Anura: Leiopelmatidae), a cryptic species of frog from Maud Island, New Zealand, and a reassessment of the conservation status of L. hamiltoni from Stephens Island. Journal of the Royal Society of New Zealand, 28(1), 39-54.","No island rule",0.509886376953125,0.0583269470214844,13.1764011383057,268.097625732422,1360.69995117188,0.71689189453125,0.0137266937255859,12.604681968689,284.369476318359,1422.92004394531,0.6554376953125,0.0167910720825195,12.6406412124634,290.309265136719,1475.85571289062,0.509886376953125,-1.22674799998275,13.1764011383057,2.42829296789607,3.13376236920288,NA,27.35623,37.575,6.494702,10.863301
"Bell and Irian 2019, Lotters et al. 2004","Kenya","Sao Tome","Amphibians","Anura","Hyperoliidae","Hyperolius cinnamomeoventris","Hyperolius cinnamomeoventris","Hyperolius molleri","","Both","SVL",23.5389830508475,27.8651515109091,1.58078385285714,2.86658564510747,118,33,23.3,28,1.2,1.16,112,6,27.31225806,36.435,1.883628961,0.38890873,31,2,6.616,0.234,2.931457870689,2.37657878181941,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny in Bell, R. C., Drewes, R. C., & Zamudio, K. R. (2015). Reed frog diversification in the Gulf of Guinea: Overseas dispersal, the progression rule, and in situ speciation. Evolution, 69(4), 904-915.","No island rule",0.69247353515625,0.0382598754882813,22.1624374389648,84.6667175292969,2569.75,0.57841728515625,0.0311447937011719,23.3154754638672,83.818359375,2291.21850585938,0.569466943359375,0.0320389739990234,23.3106327056885,84.8928451538086,2333.31201171875,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,NA,23.5389830508475,27.8651515109091,1.58078385285714,2.86658564510747
"Bell and Irian 2019, Lotters et al. 2004","Kenya","Sao Tome","Amphibians","Anura","Hyperoliidae","Hyperolius cinnamomeoventris","Hyperolius cinnamomeoventris","Hyperolius thomensis","","Both","SVL",23.5389830508475,40.6328571428571,1.58078385285714,3.43152402634316,118,7,23.3,28,1.2,1.16,112,6,38.966,44.8,0.856405278,4.369919908,5,2,6.616,0.234,2.931457870689,2.37657878181941,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny in Bell, R. C., Drewes, R. C., & Zamudio, K. R. (2015). Reed frog diversification in the Gulf of Guinea: Overseas dispersal, the progression rule, and in situ speciation. Evolution, 69(4), 904-915.","No island rule",0.69247353515625,0.0382598754882813,22.1624374389648,84.6667175292969,2569.75,0.57841728515625,0.0311447937011719,23.3154754638672,83.818359375,2291.21850585938,0.569466943359375,0.0320389739990234,23.3106327056885,84.8928451538086,2333.31201171875,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,NA,23.5389830508475,40.6328571428571,1.58078385285714,3.43152402634316
"Bell et al. 2016, Lotters et al. 2004","Kenya","Principe","Amphibians","Anura","Hyperoliidae","Hyperolius cinnamomeoventris","Hyperolius cinnamomeoventris","Hyperolius drewesi","","Both","SVL",23.5389830508475,28.0882352941176,1.58078385285714,1.87662674530032,118,17,23.3,28,1.2,1.16,112,6,27.8,32.7,1.5,0,16,1,7.4,1.626,2.13353890837022,2.33365077086291,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny in Bell, R. C., Drewes, R. C., & Zamudio, K. R. (2015). Reed frog diversification in the Gulf of Guinea: Overseas dispersal, the progression rule, and in situ speciation. Evolution, 69(4), 904-915.","No island rule",0.4961466796875,0.0325836700439453,25.1661548614502,78.356559753418,2087.01000976562,0.478677734375,0.0331076263427734,25.0343360900879,80.26611328125,2094.33715820312,0.44666005859375,0.0361464477539063,25.0343360900879,80.26611328125,2094.33715820312,0.4961466796875,-1.47387184563869,25.1661548614502,1.89407536003192,3.31952453204368,NA,23.5389830508475,28.0882352941176,1.58078385285714,1.87662674530032
"Blackburn 2010","Cameroon","Bioko","Amphibians","Anura","Arthroleptidae","Arthroleptis poecilonotus","Arthroleptis poecilonotus","Arthroleptis bioko","","Male","SVL",25.075,30.18,0.411,3.046,4,5,25.075,NA,0.411298756,NA,4,NA,30.18,NA,3.045816803,NA,5,NA,8.7,3.5,3.30470589821277,1.62325963061961,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny: Blackburn, D. C. A new squeaker frog (Arthroleptidae: Arthroleptis) from Bioko island, Equatorial Guinea. Herpetologica 66, 320-334 (2010)","No island rule",0.6364447265625,0.0386713745117188,23.2107276916504,79.8108520507812,2554.30004882812,0.507468408203125,0.0373082641601563,23.4745044708252,82.5310745239258,2513.10229492188,0.5063296875,0.0365387908935547,23.5694465637207,81.3549652099609,2492.66333007812,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,NA,25.075,30.18,0.411,3.046
"Brown et al. 2010","Panama","Cayo Agua","Amphibians","Anura","Dendrobatidae","Oophaga pumilio","Oophaga pumilio","Oophaga pumilio","","Both","SVL",17.3479273403509,17.5086760382353,0.588536844080289,1.09157763305837,57,34,16.64454277,17.62241888,0.26956839,0.427254617,16,41,16.85103245,17.96902655,0.645011251,1.114945839,14,20,-82.039,9.1518,1.19033169817029,0.342620042553348,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.672026611328125,0.0235627899169922,25.9435844421387,48.762809753418,2907.65991210938,0.747737646484375,0.0205833068847656,25.613410949707,51.1024322509766,2876.892578125,0.768884912109375,0.0186616943359375,23.3758354187012,59.5297241210938,3038.32885742188,0.672026611328125,-1.60972230623035,25.9435844421387,1.68808872207448,3.4635436088818,NA,17.3479273403509,17.5086760382353,0.588536844080289,1.09157763305837
"Brown et al. 2010","Panama","Pastores","Amphibians","Anura","Dendrobatidae","Oophaga pumilio","Oophaga pumilio","Oophaga pumilio","","Both","SVL",17.3479273403509,17.345132745,0.588536844080289,0.911655890103443,57,22,16.64454277,17.62241888,0.26956839,0.427254617,16,41,16.81120944,17.87905605,0.870039398,0.601009988,11,11,-82.339,9.237,0.380211241711606,-0.0963674839157623,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.763761376953125,0.0227561141967773,25.4382705688477,49.8372611999512,2850.14990234375,0.747737646484375,0.0205833068847656,25.613410949707,51.1024322509766,2876.892578125,0.768884912109375,0.0186616943359375,23.3758354187012,59.5297241210938,3038.32885742188,0.763761376953125,-1.62422459571565,25.4382705688477,1.6975541677115,3.45486770213086,NA,17.3479273403509,17.345132745,0.588536844080289,0.911655890103443
"Brown et al. 2010","Panama","San Cristobal","Amphibians","Anura","Dendrobatidae","Oophaga pumilio","Oophaga pumilio","Oophaga pumilio","","Both","SVL",17.3479273403509,19.114306789375,0.588536844080289,0.405976859157194,57,16,16.64454277,17.62241888,0.26956839,0.427254617,16,41,19.08849558,19.14749263,0.160011279,0.612879027,9,7,-82.2688,9.2597,1.59328606702046,-0.22112552799726,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.766273779296875,0.0216707015991211,25.8043689727783,49.8735542297363,2783,0.747737646484375,0.0205833068847656,25.613410949707,51.1024322509766,2876.892578125,0.768884912109375,0.0186616943359375,23.3758354187012,59.5297241210938,3038.32885742188,0.766273779296875,-1.64453503938332,25.8043689727783,1.6978703192382,3.44451320633404,NA,17.3479273403509,19.114306789375,0.588536844080289,0.405976859157194
"Cumbo et al 2010, Oromi et al. 2016","Argelia","Sicily","Amphibians","Anura","Alytidae","Discoglossus pictus","Discoglossus pictus","Discoglossus pictus","","Both","SVL",40.344722389697,56.66,9.48262397093004,5.8586257476026,66,70,42.58836689,36.89296162,9.683398161,8.189534402,40,26,57.8,55.9,4.921097439,6.351125884,28,42,14.275,37.481,4.40585839931764,0.491501766237326,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.440791162109375,0.0190954833984375,15.4975023269653,604.389221191406,491.450012207031,0.410292578125,0.0180873489379883,16.6825065612793,562.444274902344,442.535614013672,0.48783291015625,0.0168174591064453,15.4296607971191,588.66845703125,511.897094726562,0.48783291015625,-1.7491542292963,15.4296607971191,2.76987076537853,2.70918266471766,NA,40.344722389697,56.66,9.48262397093004,5.8586257476026
"Djong et al. 2011","Honshu (Hiroshima)","Kyushu (Kumamoto)","Amphibians","Anura","Dicroglossidae","Fejervarya kawamurai","Fejervarya kawamurai","Fejervarya kawamurai","","Both","SVL",38.75,37.95,3.29755801903301,4.41493676813911,10,10,36.4,41.1,2.1,2.5,5,5,35,40.9,4.1,2.3,5,5,131.0378,32.746,4.56489084517638,-0.045275209020937,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.71312353515625,0.00861003189086914,12.3815650939941,810.460266113281,2613.05004882812,0.728347900390625,0.00639540863037109,12.3110074996948,802.843322753906,2596.26000976562,0.742241845703125,0.00764646301269531,14.0496435165405,771.455261230469,2485.04125976562,0.742241845703125,-2.06316151198134,14.0496435165405,2.88731074522209,3.39533360382983,NA,38.75,37.95,3.29755801903301,4.41493676813911
"Djong et al. 2011","Honshu (Hiroshima)","Okinawajima","Amphibians","Anura","Dicroglossidae","Fejervarya kawamurai","Fejervarya kawamurai","Fejervarya kawamurai","","Both","SVL",38.75,38.8571428571429,3.29755801903301,5.03847104548498,10,7,36.4,41.1,2.1,2.5,5,5,35,44,1.6,1.7,4,3,127.9278,26.4794,3.08170007377456,2.76342874234588,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.586462255859375,0.0287530578613281,22.7020473480225,454.370361328125,2073.46997070312,0.483222998046875,0.0312905456542969,22.8974323272705,447.252807617188,2090.35522460938,0.4946044921875,0.0311857238769531,22.7990131378174,449.021148681641,2105.5576171875,0.483222998046875,-1.49092461609625,22.8974323272705,2.65055307551962,3.3202200942349,NA,38.75,38.8571428571429,3.29755801903301,5.03847104548498
"Djong et al. 2011","Honshu (Hiroshima)","Yoronjima Islands","Amphibians","Anura","Dicroglossidae","Fejervarya kawamurai","Fejervarya kawamurai","Fejervarya kawamurai","","Both","SVL",38.75,44.7,3.29755801903301,4.32477009373172,10,12,36.4,41.1,2.1,2.5,5,5,41.4,45.8,0.3,4.5,3,9,128.432,27.0425,1.31806333496276,2.68124214215482,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.443155078125,0.0266633544921875,22.680477142334,467.381561279297,2070.10009765625,0.481456884765625,0.0283560150146484,22.5690250396729,466.720642089844,2065.59008789062,0.513604248046875,0.0284566741943359,22.1772880554199,485.387023925781,2163.13061523438,0.443155078125,-1.5580951579536,22.680477142334,2.66967157499542,3.31599134584761,NA,38.75,44.7,3.29755801903301,4.32477009373172
"Glaw et al. 2001","Madagascar","Nosy Be","Amphibians","Anura","Mantellidae","Boophis tephraeomystax","Boophis tephraeomystax","Boophis tephraeomystax","","Both","SVL",38.086,41.9,6.249,4.107,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.26,-13.326,2.50517712087683,1.07994059715236,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.71289697265625,0.013836116027832,25.7866973876953,136.153060913086,2140.44995117188,0.63481533203125,0.0186640548706055,25.8281078338623,137.022888183594,2065.42578125,0.68107099609375,0.0125223449707031,24.7638931274414,143.285491943359,1891.82800292969,0.71289697265625,-1.828679778872,25.7866973876953,2.134027409339,3.3305050774476,NA,38.086,41.9,6.249,4.107
"Inger et al 2009","Malaysia","Borneo","Amphibians","Anura","Ranidae","Rana chalconota","Rana chalconota","Rana megalonesa","","Both","SVL",38.3475,46.4983771929825,6.07830356214203,8.40073326450303,32,228,32.44,43.56,1.86,2.64,15,17,39.21,53.66,3.61,4.83,113,115,114,1,5.87118166081524,2.71600417881569,"10^-4.862×SVL^3.492 (Ranidae); Santini et al. 2017","Phylogeny: Inger, R. F., Stuart, B. L., & Iskandar, D. T. (2009). Systematics of a widespread southeast Asian frog, Rana chalconota (Amphibia: Anura: Ranidae). Zoological Journal of the Linnean Society, 155(1), 123-147.","No island rule",0.84465185546875,0.0134138885498047,24.7075004577637,23.6681728363037,4103.89990234375,0.799443603515625,0.0212314071655273,24.564416885376,23.6909656524658,4062.0400390625,0.79960927734375,0.02703515625,25.0596599578857,23.9835033416748,3940.06518554688,0.79960927734375,-1.55229701907953,25.0596599578857,1.37991262208345,3.5955034069751,NA,38.3475,46.4983771929825,6.07830356214203,8.40073326450303
"Inger et al 2009","Malaysia","Borneo","Amphibians","Anura","Ranidae","Rana chalconota","Rana chalconota","Rana raniceps","","Both","SVL",38.3475,36.5473684210526,6.07830356214203,4.15315945132919,32,38,32.44,43.56,1.86,2.64,15,17,30.35,38.2,2.63,2.63,8,30,114,1,5.87118166081524,2.71600417881569,"10^-4.862×SVL^3.492 (Ranidae); Santini et al. 2017","Phylogeny: Inger, R. F., Stuart, B. L., & Iskandar, D. T. (2009). Systematics of a widespread southeast Asian frog, Rana chalconota (Amphibia: Anura: Ranidae). Zoological Journal of the Linnean Society, 155(1), 123-147.","No island rule",0.84465185546875,0.0134138885498047,24.7075004577637,23.6681728363037,4103.89990234375,0.799443603515625,0.0212314071655273,24.564416885376,23.6909656524658,4062.0400390625,0.79960927734375,0.02703515625,25.0596599578857,23.9835033416748,3940.06518554688,0.79960927734375,-1.55229701907953,25.0596599578857,1.37991262208345,3.5955034069751,NA,38.3475,36.5473684210526,6.07830356214203,4.15315945132919
"Inger et al 2009","Malaysia","Java","Amphibians","Anura","Ranidae","Rana chalconota","Rana chalconota","Rana chalconota","","Both","SVL",38.3475,45.7252173913043,6.07830356214203,10.7125553205649,32,69,32.44,43.56,1.86,2.64,15,17,39.02,60.05,3.22,5.77,47,22,107.5667,-6.95,5.14236944055135,2.53148019437709,"10^-4.862×SVL^3.492 (Ranidae); Santini et al. 2017","Phylogeny: Inger, R. F., Stuart, B. L., & Iskandar, D. T. (2009). Systematics of a widespread southeast Asian frog, Rana chalconota (Amphibia: Anura: Ranidae). Zoological Journal of the Linnean Society, 155(1), 123-147.","No island rule",0.479420849609375,0.0200150024414063,23.4269695281982,39.8976821899414,2254.5400390625,0.662740576171875,0.0300955413818359,23.2003498077393,37.9687652587891,2360.10083007812,0.578037841796875,0.0284114013671875,25.1530380249023,37.680736541748,2092.01904296875,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,NA,38.3475,45.7252173913043,6.07830356214203,10.7125553205649
"Inger et al 2009","Malaysia","Sumatra","Amphibians","Anura","Ranidae","Rana chalconota","Rana chalconota","Rana rufipes","","Both","SVL",38.3475,51.8828571428571,6.07830356214203,8.23191858053051,32,14,32.44,43.56,1.86,2.64,15,17,45.36,60.58,1.44,3.8,8,6,101.6,-0.4,5.67541811271593,1.82608128465965,"10^-4.862×SVL^3.492 (Ranidae); Santini et al. 2017","Phylogeny: Inger, R. F., Stuart, B. L., & Iskandar, D. T. (2009). Systematics of a widespread southeast Asian frog, Rana chalconota (Amphibia: Anura: Ranidae). Zoological Journal of the Linnean Society, 155(1), 123-147.","No island rule",0.71491474609375,0.0365743041992188,26.6330299377441,31.844352722168,2485.18994140625,0.752976806640625,0.0367510162353516,26.4502372741699,34.7765693664551,2450.15356445312,0.775979541015625,0.0453880126953125,25.9305744171143,33.0702667236328,2467.53637695312,0.775979541015625,-1.33359423265362,25.9305744171143,1.51943769766952,3.39226356385173,NA,38.3475,51.8828571428571,6.07830356214203,8.23191858053051
