sub-order,infraorder,Family,species,zonation,venomous,Longevity (years),log mass (g),log hatchling mass (g),Activity time,diet,mode of reproduction,clutch size,broods per year,Body temperature (oC),age at maturity (months),latitude,log NPP,character (mass equation),mass equation (from Meiri 2011 unless stated),longevity data from,longevity data: source,phylogeny,
Serpentes,Alethinophidia,Colubridae,Orthriophis taeniurus,Arboreal_plus,no,11.6,3.16,0.99,Cathemeral,Carnivorous,Oviparous,10.5,NA,NA,NA,22.8,11.5,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Pantherophis bairdi,Terrestrial,no,16.3,2.57,1.15,Nocturnal,Carnivorous,Oviparous,9.5,NA,NA,NA,29.2,11.2,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Pantherophis emoryi,Terrestrial,no,21.1,2.54,1.16,Nocturnal,Carnivorous,Oviparous,15.0,NA,NA,NA,32.5,11.2,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Pantherophis guttatus,Terrestrial,no,32.3,2.74,0.86,Nocturnal,Carnivorous,Oviparous,21.5,NA,NA,NA,33.0,11.6,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Pantherophis obsoletus,Terrestrial,no,33.9,3.11,1.05,Diurnal,Carnivorous,Oviparous,14.5,0.3,28.0,48.0,36.4,11.5,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Pantherophis spiloides,Terrestrial,no,13.9,2.91,NA,Diurnal,Carnivorous,Oviparous,NA,NA,NA,NA,33.2,11.6,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Pantherophis vulpinus,Terrestrial,no,17.0,2.71,1.07,Diurnal,Carnivorous,Oviparous,14.4,NA,NA,NA,43.0,11.4,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Platyceps collaris,Arboreal_plus,no,4.6,2.07,-0.27,Diurnal,Carnivorous,Oviparous,9.5,NA,24.5,NA,37.0,11.1,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,TAUM,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Platyceps elegantissimus,Terrestrial,no,3.8,1.68,NA,Nocturnal,Carnivorous,Oviparous,NA,NA,NA,NA,26.0,10.4,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,TAUM,Schatti & Utiger 2001,
Serpentes,Alethinophidia,Colubridae,Platyceps florulentus,Terrestrial,no,9.3,2.07,NA,Diurnal,Carnivorous,Oviparous,NA,NA,NA,NA,10.8,11.2,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Platyceps karelini,Terrestrial,no,15.2,2.07,NA,Diurnal,Carnivorous,Oviparous,NA,NA,NA,NA,38.2,10.4,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,TAUM,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Platyceps rhodorachis,aquatic,no,4.5,2.44,NA,Cathemeral,Carnivorous,Oviparous,8.0,NA,NA,NA,30.2,10.6,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,TAUM,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Ptyas mucosa,Terrestrial,no,11.3,3.51,1.04,Diurnal,Carnivorous,Oviparous,15.0,NA,NA,NA,20.2,11.4,TL,"Colubridae sensu stricto (Feldman, unpublished)",Nature,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Rhinechis scalaris,Arboreal_plus,no,16.0,2.59,0.63,Cathemeral,Carnivorous,Oviparous,7.5,0.5,NA,NA,40.2,11.3,TL,"Colubridae sensu stricto (Feldman, unpublished)",Nature,Castanet 1994,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Rhinocheilus lecontei,Fossorial,no,19.8,2.53,0.38,Nocturnal,Carnivorous,Oviparous,7.0,1.5,25.2,NA,31.6,11.1,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Salvadora hexalepis,Terrestrial,no,14.3,2.22,0.54,Diurnal,Carnivorous,Oviparous,6.0,NA,37.5,NA,32.2,11.0,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,polytomy with S. mexicana,
Serpentes,Alethinophidia,Colubridae,Salvadora mexicana,Terrestrial,no,6.3,2.60,NA,Diurnal,Carnivorous,Oviparous,NA,NA,NA,NA,19.0,11.6,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Senticolis triaspis,Arboreal_plus,no,19.8,2.59,1.24,Nocturnal,Carnivorous,Oviparous,4.6,NA,NA,NA,20.2,11.6,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Spalerosophis diadema,Terrestrial,no,17.0,2.83,0.94,Nocturnal,Carnivorous,Oviparous,8.0,1.0,22.4,42,25.5,10.5,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Spilotes pullatus,Arboreal_plus,no,17.5,3.48,1.30,Diurnal,Carnivorous,Oviparous,5.0,NA,24.6,NA,6.4,11.8,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Thrasops jacksonii,Arboreal,no,5.8,2.99,0.86,Diurnal,Carnivorous,Oviparous,9.5,NA,NA,NA,1.8,11.8,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Zamenis longissimus,Terrestrial,no,3.6,2.83,0.63,Diurnal,Carnivorous,Oviparous,NA,1.0,NA,NA,43.5,11.3,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Zamenis situla,Terrestrial,no,23.0,2.07,0.18,Diurnal,Carnivorous,Oviparous,4.5,0.5,NA,NA,39.9,11.2,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Carphophis amoenus,Fossorial,no,11.8,1.08,-0.19,Nocturnal,Carnivorous,Oviparous,5.1,NA,NA,36.0,36.3,11.6,TL,"Dipsadidae (Feldman, unpublished)",Captivity,Gray 2014,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Farancia abacura,Fossorial,no,19.0,2.84,0.80,Nocturnal,Carnivorous,Oviparous,27.0,NA,NA,NA,32.2,11.5,TL,"Dipsadidae (Feldman, unpublished)",unclear,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Heterodon nasicus,Fossorial,no,19.8,2.55,0.62,Diurnal,Carnivorous,Oviparous,10.5,0.5,NA,24.0,36.8,11.2,TL,"Dipsadidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Heterodon platirhinos,Fossorial,no,9.1,2.26,0.86,Diurnal,Carnivorous,Oviparous,22.8,0.5,NA,24.0,36.8,11.5,TL,"Dipsadidae (Feldman, unpublished)",unclear,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Lygophis anomalus,Terrestrial,no,4.8,1.85,0.31,NA,Carnivorous,Oviparous,7.3,NA,NA,NA,29.9,11.7,TL,"Dipsadidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Sibon nebulatus,Arboreal,no,4.3,2.13,0.66,Nocturnal,Carnivorous,Oviparous,6.0,NA,NA,NA,4.3,11.8,TL,"Dipsadidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Tretanorhinus variabilis,aquatic,no,5.2,2.16,0.68,Nocturnal,Carnivorous,Oviparous,8.0,NA,NA,NA,21.7,11.6,SVL,"Dipsadidae (Feldman, unpublished)",Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Uromacer oxyrhynchus,Arboreal,no,18.9,2.83,NA,Diurnal,Carnivorous,Oviparous,5.0,NA,NA,NA,19.0,11.6,SVL,"Dipsadidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Lamprophiidae,Boaedon fuliginosus,Terrestrial,no,9.0,2.50,0.26,Nocturnal,Carnivorous,Oviparous,9.0,1.5,NA,NA,6.6,11.6,TL,Lamprophiidae,unclear,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Lamprophiidae,Gonionotophis capensis,Terrestrial,no,10.9,2.86,0.96,Nocturnal,Carnivorous,Oviparous,9.0,1.5,NA,NA,12.4,11.6,TL,Lamprophiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Lamprophiidae,Lycodonomorphus rufulus,aquatic,no,4.3,1.98,0.11,Nocturnal,Carnivorous,Oviparous,14.5,NA,NA,NA,28.7,11.5,TL,Lamprophiidae,Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Lamprophiidae,Pseudaspis cana,Terrestrial,no,8.3,3.25,0.21,Diurnal,Carnivorous,Viviparous,34.0,NA,NA,NA,24.2,11.3,TL,Lamprophiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Loxocemidae,Loxocemus bicolor,Terrestrial,no,32.8,3.23,NA,Nocturnal,Carnivorous,Oviparous,2.5,NA,NA,NA,14.4,11.7,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Clonophis kirtlandii,aquatic,no,8.4,1.77,0.09,Nocturnal,Carnivorous,Viviparous,11.0,NA,NA,NA,40.2,11.5,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Natrix maura,aquatic,no,9.2,2.13,0.02,Diurnal,Carnivorous,Oviparous,5.0,4.0,NA,NA,37.8,11.1,TL,"Natricidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Natrix natrix,aquatic,no,20.0,3.45,0.53,Cathemeral,Carnivorous,Oviparous,9.2,1.0,NA,NA,50.6,11.1,TL,"Natricidae (Feldman, unpublished)",Captivity,Castanet 1994,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Natrix tessellata,aquatic,no,14.0,2.45,0.14,Diurnal,Carnivorous,Oviparous,15.0,NA,NA,NA,41.9,11.0,TL,"Natricidae (Feldman, unpublished)",unclear,Amitai and Bouskila 2001,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Nerodia erythrogaster,aquatic,no,14.8,3.16,0.81,Cathemeral,Carnivorous,Viviparous,17.8,NA,NA,NA,33.4,11.5,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Nerodia fasciata,aquatic,no,9.4,3.12,0.71,Nocturnal,Carnivorous,Viviparous,22.8,NA,NA,NA,31.8,11.5,TL,"Natricidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Nerodia rhombifer,aquatic,no,7.6,3.26,0.95,Cathemeral,Carnivorous,Viviparous,26.8,NA,26.9,NA,32.2,11.5,TL,"Natricidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Nerodia sipedon,aquatic,no,21.0,3.03,0.61,Cathemeral,Carnivorous,Viviparous,27.2,1.0,24.8,24.0,39.5,11.5,TL,"Natricidae (Feldman, unpublished)",Captivity,Harding and Rockafield 2012,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Nerodia taxispilota,aquatic,no,6.1,3.27,1.04,Diurnal,Carnivorous,Viviparous,28.0,1.0,NA,NA,31.9,11.4,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Regina septemvittata,aquatic,no,19.3,2.34,0.46,Diurnal,Carnivorous,Viviparous,11.0,1.0,NA,24.0,37.5,11.5,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Storeria dekayi,Terrestrial,no,7.0,1.53,-0.59,Nocturnal,Carnivorous,Viviparous,13.0,1.0,25.4,30,35.9,11.5,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Storeria occipitomaculata,Terrestrial,no,4.6,1.17,-1.08,Cathemeral,Carnivorous,Viviparous,8.2,1.0,NA,NA,45.9,11.3,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis butleri,aquatic,no,14.0,2.02,-0.22,Diurnal,Carnivorous,Viviparous,9.0,NA,26.1,NA,41.9,11.3,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis couchii,aquatic,no,7.7,2.71,-0.22,Diurnal,Carnivorous,Viviparous,21.0,NA,NA,NA,38.5,11.4,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis cyrtopsis,aquatic,no,10.8,2.65,0.52,Diurnal,Carnivorous,Viviparous,9.9,0.8,NA,NA,26.7,11.3,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis elegans,Terrestrial,no,17.8,2.58,0.28,Diurnal,Carnivorous,Viviparous,8.7,NA,25.7,NA,42.8,11.2,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis hammondii,aquatic,no,7.7,2.55,0.21,Nocturnal,Carnivorous,Viviparous,15.0,NA,NA,NA,31.8,11.2,TL,"Natricidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis marcianus,aquatic,no,7.0,2.56,0.38,Cathemeral,Carnivorous,Viviparous,19.0,1.0,NA,NA,30.7,11.2,TL,"Natricidae (Feldman, unpublished)",unclear,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis ordinoides,Terrestrial,no,15.8,2.39,0.12,Diurnal,Carnivorous,Viviparous,9.0,1.0,29.0,24,46.6,11.5,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis proximus,aquatic,no,3.6,2.75,0.22,Diurnal,Carnivorous,Viviparous,20.0,1.0,NA,NA,32.1,11.4,TL,"Natricidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis radix,Terrestrial,no,8.4,2.58,0.24,Diurnal,Carnivorous,Viviparous,15.0,NA,NA,NA,45.5,11.3,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis sauritus,aquatic,no,10.6,2.48,0.07,Diurnal,Carnivorous,Viviparous,11.0,1.0,26.0,30,37.4,11.5,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Thamnophis sirtalis,aquatic,no,14.0,2.94,0.34,Cathemeral,Carnivorous,Viviparous,27.0,1.0,25.6,22.5,44.2,11.4,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Virginia striatula,Fossorial,no,7.2,0.94,-0.36,Cathemeral,Carnivorous,Viviparous,5.3,1.0,NA,24.0,33.1,11.5,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Natricidae,Virginia valeriae,Fossorial,no,9.5,1.11,-0.50,Nocturnal,Carnivorous,Viviparous,NA,NA,27.3,NA,35.0,11.6,TL,"Natricidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,McVay and Cartens 2013,
Serpentes,Alethinophidia,Natricidae,Xenochrophis piscator,aquatic,no,9.0,3.26,-0.09,Cathemeral,Carnivorous,Oviparous,34.5,NA,NA,NA,23.2,11.3,TL,"Natricidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Antaresia childreni,Arboreal_plus,no,25.7,2.74,1.11,Nocturnal,Carnivorous,Oviparous,6.5,NA,NA,NA,16.4,11.2,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Aspidites melanocephalus,Arboreal_plus,no,22.6,3.80,1.62,Nocturnal,Carnivorous,Oviparous,7.8,NA,NA,NA,19.1,11.2,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Broghammerus reticulatus,aquatic,no,29.4,5.39,2.05,Cathemeral,Carnivorous,Oviparous,87.0,0.4,NA,NA,6.1,11.6,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Leiopython albertisii,Terrestrial,no,18.0,3.77,NA,Nocturnal,Carnivorous,Oviparous,11.5,NA,NA,NA,3.3,11.7,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Liasis fuscus,aquatic,no,26.8,4.01,1.83,Nocturnal,Carnivorous,Oviparous,10.3,NA,NA,NA,15.9,11.4,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Morelia amethistina,Arboreal_plus,no,13.8,5.20,2.51,Cathemeral,Carnivorous,Oviparous,11.5,NA,NA,NA,7.2,11.6,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Morelia boeleni,Arboreal_plus,no,20.1,3.77,NA,Diurnal,Carnivorous,Oviparous,7.0,NA,NA,NA,5.5,11.6,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Morelia kinghorni,Arboreal_plus,no,13.8,4.59,NA,Cathemeral,Carnivorous,Oviparous,NA,NA,25.2,NA,14.9,11.6,TL,"Pythonidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,polytomy with Morelia amethistina,
Serpentes,Alethinophidia,Pythonidae,Morelia spilota,Arboreal_plus,no,19.6,4.34,1.51,Nocturnal,Carnivorous,Oviparous,16.2,0.4,NA,NA,24.8,11.3,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Morelia viridis,Arboreal_plus,no,20.6,3.54,1.45,Nocturnal,Carnivorous,Oviparous,12.3,NA,NA,NA,5.6,11.7,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Python bivittatus,Terrestrial,no,28.3,5.30,2.23,Nocturnal,Carnivorous,Oviparous,34.5,1.0,NA,NA,19.4,11.6,TL,"Pythonidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Graham et al 2013,
Serpentes,Alethinophidia,Pythonidae,Python curtus,Terrestrial,no,27.8,3.54,NA,Nocturnal,Carnivorous,Oviparous,11.0,NA,NA,NA,0.2,11.6,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Python molurus,Terrestrial,no,34.2,5.08,1.94,Nocturnal,Carnivorous,Oviparous,57.5,NA,NA,NA,22.0,11.3,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Python regius,Terrestrial,no,47.5,3.21,1.64,Nocturnal,Carnivorous,Oviparous,7.0,0.6,NA,NA,7.7,11.7,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Python sebae,aquatic,no,27.3,4.70,2.00,Nocturnal,Carnivorous,Oviparous,58.0,NA,NA,NA,8.2,11.5,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Tropidophiidae,Tropidophis canus,Terrestrial,no,16.1,1.36,NA,Nocturnal,Carnivorous,Viviparous,NA,NA,NA,NA,23.9,10.9,SVL,general snake equation (Feldman & Meiri 2013),Captivity,Henderson and Powell 2009,polytomy within genus,
Serpentes,Alethinophidia,Tropidophiidae,Tropidophis caymanensis,Terrestrial,no,25.1,1.67,NA,Nocturnal,Carnivorous,Viviparous,NA,NA,NA,NA,19.6,10.8,SVL,general snake equation (Feldman & Meiri 2013),unclear,Henderson and Powell 2009,polytomy within genus,
Serpentes,Alethinophidia,Tropidophiidae,Tropidophis greenwayi,Terrestrial,no,10.3,1.23,NA,Nocturnal,Carnivorous,Viviparous,2.5,NA,NA,NA,21.8,10.9,TL,general snake equation (Feldman & Meiri 2013),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Tropidophiidae,Tropidophis haetianus,Arboreal_plus,no,15.4,1.87,NA,Nocturnal,Carnivorous,Viviparous,8.0,NA,NA,NA,18.7,11.5,SVL,general snake equation (Feldman & Meiri 2013),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Serpentes,Scolecophidia,Typhlopidae,Typhlops vermicularis,Fossorial,no,6.2,1.60,NA,Nocturnal,Carnivorous,Oviparous,5.5,NA,34.1,NA,35.1,11.0,TL,"Typhlopidae (Feldman, unpublished)",Captivity,TAUM,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Leptophis mexicanus,Arboreal_plus,no,7.7,2.33,NA,Diurnal,Carnivorous,Oviparous,4.0,NA,NA,18,16.5,11.7,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,close to Drymobius (Pyron and Burbrink 2014),
Serpentes,Alethinophidia,Colubridae,Pseudelaphe flavirufa,Arboreal_plus,no,16.3,2.62,NA,Nocturnal,Carnivorous,Oviparous,5.0,NA,NA,NA,18.2,11.7,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Helodermatidae,Heloderma horridum,Terrestrial,yes,44.0,3.48,1.45,Cathemeral,Carnivorous,Oviparous,8.0,1.0,29.5,84.0,21.2,11.6,SVL,Anguimorpha,Captivity,Mitchell 2006,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Helodermatidae,Heloderma suspectum,Terrestrial,yes,40.0,2.98,1.66,Cathemeral,Carnivorous,Oviparous,5.4,0.8,28.6,24.0,32.3,11.0,SVL,Anguimorpha,Captivity,TAUM,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Boiga cynodon,Arboreal,yes,9.6,3.19,1.09,Nocturnal,Carnivorous,Oviparous,9.5,2.5,NA,NA,2.0,11.7,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Boiga dendrophila,Arboreal,yes,17.0,3.08,0.46,Nocturnal,Carnivorous,Oviparous,9.5,NA,NA,NA,2.4,11.7,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Boiga irregularis,Arboreal,yes,19.0,2.94,0.97,Nocturnal,Carnivorous,Oviparous,5.5,NA,NA,NA,13.8,11.5,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,McFadden and Boylan 2014,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Chrysopelea ornata,Arboreal,yes,4.3,2.69,0.22,Diurnal,Carnivorous,Oviparous,9.0,NA,NA,NA,21.1,11.5,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Macroprotodon cucullatus,Terrestrial,yes,16.0,1.41,NA,Nocturnal,Carnivorous,Oviparous,NA,0.8,NA,NA,32.6,10.7,TL,"Colubridae sensu stricto (Feldman, unpublished)",unclear,Filippi and Luiselli 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Oxybelis aeneus,Arboreal,yes,15.2,2.53,0.98,Diurnal,Carnivorous,Oviparous,4.0,NA,NA,24,2.1,11.8,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Telescopus dhara,Arboreal_plus,yes,3.7,2.78,0.35,Nocturnal,Carnivorous,Oviparous,8.5,1.5,NA,NA,11.7,10.9,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,TAUM,polytomy within genus,
