sub-order,infraorder,Family,species,zonation,venomous,Longevity (years),log mass (g),log hatchling mass (g),Activity time,diet,mode of reproduction,clutch size,broods per year,Body temperature (oC),age at maturity (months),latitude,log NPP,character (mass equation),mass equation (from Meiri 2011 unless stated),longevity data from,longevity data: source,phylogeny,
Sauria,Anguimorpha,Varanidae,Varanus dumerilii,aquatic,no,10.7,3.60,0.94,Cathemeral,Carnivorous,Oviparous,20.9,NA,NA,NA,2.2,11.9,SVL,Varanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus exanthematicus,Arboreal_plus,no,17.0,4.00,0.67,Diurnal,Carnivorous,Oviparous,19.1,3.0,34.0,NA,10.4,11.3,SVL,Varanidae,Captivity,De Lisle 1996,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus flavescens,Terrestrial,no,10.5,3.47,0.55,Diurnal,Carnivorous,Oviparous,12.3,1.0,NA,36.0,26.6,11.1,SVL,Varanidae,Captivity,King and Green 1999,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus giganteus,Terrestrial,no,19.7,4.33,1.74,Diurnal,Carnivorous,Oviparous,9.0,1.0,37.2,NA,24.9,10.8,SVL,Varanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus gilleni,Arboreal_plus,no,5.0,2.07,0.40,Diurnal,Carnivorous,Oviparous,4.3,1.0,37.4,NA,24.7,10.8,SVL,Varanidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus gouldii,Terrestrial,no,18.3,3.84,0.61,Diurnal,Carnivorous,Oviparous,6.6,1.0,31.5,NA,25.2,11.1,SVL,Varanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus griseus,Terrestrial,no,21.0,3.74,1.08,Diurnal,Carnivorous,Oviparous,15.8,0.7,37.3,42.0,26.9,10.5,SVL,Varanidae,Captivity,Castanet 1994,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus indicus,aquatic,no,17.4,3.64,1.22,Diurnal,Carnivorous,Oviparous,7.9,NA,30.0,NA,8.2,11.5,SVL,Varanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus komodoensis,Terrestrial,no,62.0,5.01,1.91,Diurnal,Carnivorous,Oviparous,18.3,1.8,35.3,84.0,8.6,11.1,SVL,Varanidae,Nature,Laver et al. 2012,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus kordensis,Arboreal_plus,no,14.3,2.56,0.94,Diurnal,Carnivorous,Oviparous,3.5,2.0,NA,NA,0.9,11.1,SVL,Varanidae,Captivity,Slavens and Slavens 1999,Ziegler et al. 2007,
Sauria,Anguimorpha,Varanidae,Varanus melinus,Arboreal,no,8.5,3.46,1.33,Diurnal,Carnivorous,Oviparous,5.4,2.5,NA,NA,1.9,11.2,SVL,Varanidae,Captivity,Ziegler et al. 2010,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus mertensi,aquatic,no,20.3,3.43,1.19,Diurnal,Carnivorous,Oviparous,9.7,2.5,33.4,35.1,16.8,11.2,SVL,Varanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus mitchelli,aquatic,no,6.6,2.91,0.63,Diurnal,Carnivorous,Oviparous,11.9,NA,NA,NA,14.6,11.3,SVL,Varanidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus niloticus,aquatic,no,14.6,4.38,1.37,Diurnal,Carnivorous,Oviparous,23.4,1.0,30.8,24.0,4.2,11.4,SVL,Varanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus olivaceus,Arboreal_plus,no,15.2,3.96,1.53,Diurnal,Herbivorous,Oviparous,7.1,1.5,31.6,24.0,15.5,11.4,SVL,Varanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus prasinus,Arboreal,no,15.4,2.76,0.97,Diurnal,Carnivorous,Oviparous,4.4,2.4,NA,33.4,5.3,11.6,SVL,Varanidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus salvadorii,Arboreal,no,7.6,4.18,1.37,Diurnal,Carnivorous,Oviparous,6.8,NA,NA,NA,5.2,11.7,SVL,Varanidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus salvator,aquatic,no,15.7,4.62,1.43,Diurnal,Carnivorous,Oviparous,9.0,2.0,29.5,24.0,11.3,11.6,SVL,Varanidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus spenceri,Terrestrial,no,4.3,3.64,1.47,Diurnal,Carnivorous,Oviparous,19.8,1.0,NA,NA,21.2,11.0,SVL,Varanidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus timorensis,Arboreal_plus,no,14.9,2.64,0.33,Diurnal,Carnivorous,Oviparous,8.0,NA,NA,NA,9.0,11.5,SVL,Varanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus tristis,Arboreal_plus,no,8.3,2.74,0.65,Diurnal,Carnivorous,Oviparous,9.1,1.5,34.2,24,23.3,11.0,SVL,Varanidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Varanidae,Varanus varius,Arboreal_plus,no,22.0,4.03,1.24,Diurnal,Carnivorous,Oviparous,7.6,2.0,34.9,84.0,30.1,11.5,SVL,Varanidae,Captivity,Greer 1989,Pyron and Burbrink 2014,
Sauria,Anguimorpha,Xenosauridae,Xenosaurus grandis,Terrestrial,no,12.8,1.62,0.16,Diurnal,Carnivorous,Viviparous,4.2,0.4,22.7,32.0,17.6,11.8,SVL,Anguimorpha,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Gekkota,Carphodactylidae,Nephrurus amyae,Terrestrial,no,13.0,1.57,NA,Nocturnal,Carnivorous,Oviparous,2.0,NA,NA,17.0,23.9,10.9,SVL,"Carphodactylidae (Meiri, unpublished)",Captivity,Brown 2012,Pyron and Burbrink 2014,
Sauria,Gekkota,Carphodactylidae,Nephrurus asper,Terrestrial,no,10.0,1.42,0.40,Nocturnal,Carnivorous,Oviparous,2.0,1.5,NA,18.0,21.2,11.3,SVL,"Carphodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Carphodactylidae,Nephrurus stellatus,Terrestrial,no,8.0,1.22,-0.33,Nocturnal,Carnivorous,Oviparous,2.0,NA,NA,15.0,31.9,11.0,SVL,"Carphodactylidae (Meiri, unpublished)",Nature,Smith et al. 2013,Pyron and Burbrink 2014,
Sauria,Gekkota,Carphodactylidae,Phyllurus platurus,Arboreal_plus,no,20.0,1.36,0.21,Nocturnal,Carnivorous,Oviparous,2.0,1.5,NA,30.0,34.2,11.5,SVL,"Carphodactylidae (Meiri, unpublished)",Captivity,Iezzi 2008,Pyron and Burbrink 2014,
Sauria,Gekkota,Carphodactylidae,Saltuarius cornutus,Arboreal_plus,no,2.0,1.74,0.54,Nocturnal,Carnivorous,Oviparous,2.0,1.5,NA,NA,17.3,11.6,SVL,"Carphodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Carphodactylidae,Underwoodisaurus milii,Terrestrial,no,18.0,1.36,0.20,Nocturnal,Carnivorous,Oviparous,2.0,3.0,18.5,10.5,31.0,11.2,SVL,"Carphodactylidae (Meiri, unpublished)",Captivity,Brown 2012,Pyron and Burbrink 2014,
Sauria,Gekkota,Carphodactylidae,Uvidicolus sphyrurus,Terrestrial,no,10.0,0.90,0.25,Nocturnal,Carnivorous,Oviparous,2.0,NA,NA,NA,29.6,11.7,SVL,"Carphodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Amalosia lesueurii,Terrestrial,no,9.5,1.01,-0.36,Nocturnal,Carnivorous,Oviparous,2.0,1.5,NA,NA,31.5,11.6,SVL,"Diplodactylidae (Meiri, unpublished)",Nature,Wilson 2012,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Bavayia cyclura,Arboreal,no,8.0,0.87,NA,Nocturnal,Carnivorous,Oviparous,2.0,NA,NA,NA,21.0,11.5,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Correlophus sarasinorum,Arboreal,no,3.6,1.71,NA,Nocturnal,Carnivorous,Oviparous,2.0,NA,NA,NA,22.2,11.5,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Dactylocnemis pacificus,Arboreal_plus,no,13.0,1.31,NA,Nocturnal,Omnivorous,Viviparous,2.0,1.0,NA,NA,37.6,11.5,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Diplodactylus conspicillatus,Terrestrial,no,3.2,0.74,-0.50,Nocturnal,Carnivorous,Oviparous,2.0,4.0,31.0,10,24.0,10.9,SVL,"Diplodactylidae (Meiri, unpublished)",Nature,Read 1999,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Diplodactylus vittatus,Terrestrial,no,3.0,0.62,-0.53,Nocturnal,Carnivorous,Oviparous,2.0,NA,20.9,NA,30.1,11.4,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Hesperoedura reticulata,Arboreal,no,11.0,0.86,-0.48,Nocturnal,Carnivorous,Oviparous,2.1,1.0,22.5,52.5,32.5,11.4,SVL,"Diplodactylidae (Meiri, unpublished)",Nature,Kitchener et al. 1988,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Hoplodactylus duvaucelii,Arboreal_plus,no,50.0,1.94,0.01,Nocturnal,Omnivorous,Viviparous,2.0,0.5,15.0,78.0,36.9,11.1,SVL,"Diplodactylidae (Meiri, unpublished)",Nature,Wilson 2010,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Lucasium damaeum,Terrestrial,no,6.8,0.57,-0.83,Nocturnal,Carnivorous,Oviparous,2.0,2.0,24.2,5.4,29.0,10.8,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Lucasium stenodactylum,Terrestrial,no,5.0,0.69,-0.56,Nocturnal,Carnivorous,Oviparous,2.0,3.5,27.1,11.0,22.7,10.9,SVL,"Diplodactylidae (Meiri, unpublished)",Nature,Read 1999,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Mniarogekko chahoua,Arboreal,no,5.0,1.82,0.19,Nocturnal,Omnivorous,Oviparous,2.0,NA,NA,15.0,21.0,11.5,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Mokopirirakau granulatus,Arboreal,no,21.0,1.24,NA,Cathemeral,Omnivorous,Viviparous,2.0,1.0,NA,NA,39.3,11.4,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Mokopirirakau kahutarae,Terrestrial,no,25.0,1.18,NA,Nocturnal,Carnivorous,Viviparous,NA,NA,NA,NA,42.0,11.1,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,"NZ Lizard database, http://nzlizards.landcareresearch.co.nz",Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Naultinus elegans,Arboreal,no,23.0,0.84,NA,Diurnal,Carnivorous,Viviparous,1.5,1.0,NA,NA,37.4,11.4,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Anastasiadis and Whitaker 1987,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Naultinus gemmeus,Arboreal,no,16.0,1.01,-0.16,Diurnal,Omnivorous,Viviparous,1.9,1.0,NA,NA,44.5,11.4,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Naultinus grayii,Arboreal,no,23.0,1.24,NA,Diurnal,Herbivorous,Viviparous,1.0,1.0,NA,18.0,35.0,11.2,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Naultinus manukanus,Arboreal,no,30.0,1.03,-0.05,Diurnal,Carnivorous,Viviparous,1.9,1.0,23.8,48.0,41.8,11.2,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Hare et al. 2007,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Naultinus punctatus,Arboreal,no,7.0,1.24,NA,Diurnal,Omnivorous,Viviparous,NA,1.0,NA,NA,40.0,11.5,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Slavens and Slavens 1999,Nielsen et al. 2011,
Sauria,Gekkota,Diplodactylidae,Naultinus rudis,Arboreal,no,13.0,0.87,NA,Diurnal,Omnivorous,Viviparous,2.0,NA,29.6,NA,42.2,11.4,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Naultinus stellatus,Arboreal,no,10.0,1.01,NA,Diurnal,Carnivorous,Viviparous,2.0,1.0,22.9,21,41.3,11.6,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Nebulifera robusta,Arboreal_plus,no,8.0,1.09,-0.06,Nocturnal,Carnivorous,Oviparous,2.0,NA,NA,NA,27.3,11.5,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Oedura marmorata,Arboreal_plus,no,21.2,1.44,-0.03,Nocturnal,Carnivorous,Oviparous,2.0,4.5,25.4,12.0,22.7,11.0,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Oedura monilis,Arboreal,no,14.0,1.28,-0.20,Nocturnal,Carnivorous,Oviparous,2.0,1.5,NA,30.0,24.4,11.5,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Oedura tryoni,Arboreal_plus,no,22.0,1.13,-0.05,Nocturnal,Carnivorous,Oviparous,2.0,2.0,21.8,25.0,27.7,11.6,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Wilson 2012,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Pseudothecadactylus lindneri,Arboreal_plus,no,18.0,1.40,0.28,Nocturnal,Omnivorous,Oviparous,2.0,NA,NA,15.0,15.1,11.3,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Brown 2012,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Rhacodactylus auriculatus,Arboreal_plus,no,8.0,1.61,0.16,Nocturnal,Omnivorous,Oviparous,2.0,4.5,NA,NA,21.5,11.5,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Rhacodactylus leachianus,Arboreal,no,30.0,2.68,0.64,Nocturnal,Omnivorous,Oviparous,1.5,6.0,NA,24.0,21.5,11.5,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Rhynchoedura ornata,Terrestrial,no,2.8,0.56,-0.58,Nocturnal,Carnivorous,Oviparous,2.0,3.5,30.7,11.0,25.0,10.9,SVL,"Diplodactylidae (Meiri, unpublished)",Nature,Read 1999,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Strophurus ciliaris,Arboreal_plus,no,7.0,1.16,-0.29,Nocturnal,Carnivorous,Oviparous,2.0,7.0,26.2,36.0,22.6,10.9,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Greer 2005,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Strophurus elderi,Arboreal_plus,no,4.7,0.35,-0.89,Nocturnal,Carnivorous,Oviparous,2.0,2.0,27.2,NA,25.9,10.8,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Strophurus strophurus,Arboreal,no,1.7,0.95,-0.45,Nocturnal,Carnivorous,Oviparous,2.0,NA,25.3,NA,25.7,10.8,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Toropuku stephensi,Arboreal,no,16.0,1.09,NA,Nocturnal,Carnivorous,Viviparous,1.9,0.4,NA,NA,37.2,10.8,SVL,"Diplodactylidae (Meiri, unpublished)",Nature,Bauer 2013,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Woodworthia brunneus,Arboreal_plus,no,42.0,1.01,-0.31,Nocturnal,Carnivorous,Viviparous,2.0,NA,11.5,48,43.2,10.8,SVL,"Diplodactylidae (Meiri, unpublished)",Nature,"Lettink and Whitaker 2006, Mules 2012",Garcia-Porta and Ord 2013,
Sauria,Gekkota,Diplodactylidae,Woodworthia chrysosireticus,Terrestrial,no,9.0,0.84,NA,Cathemeral,Carnivorous,Viviparous,2.0,1.0,NA,NA,39.5,11.7,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Gekkota,Diplodactylidae,Woodworthia maculatus,Arboreal_plus,no,37.0,1.16,-0.64,Nocturnal,Omnivorous,Viviparous,1.9,0.8,19.7,48.0,39.8,11.3,SVL,"Diplodactylidae (Meiri, unpublished)",Captivity,"NZ Lizard database, http://nzlizards.landcareresearch.co.nz",Pyron and Burbrink 2014,
Sauria,Gekkota,Eublepharidae,Coleonyx brevis,Terrestrial,no,5.0,0.74,-0.77,Nocturnal,Carnivorous,Oviparous,2.0,2.5,28.1,12,28.6,11.1,SVL,Eublepharidae (Novosolov et al. 2013),unclear,Aguirre and Gatica 2010,Pyron and Burbrink 2014,
Sauria,Gekkota,Eublepharidae,Coleonyx elegans,Terrestrial,no,11.0,1.57,-0.06,Nocturnal,Carnivorous,Oviparous,2.0,3.0,NA,NA,18.2,11.8,SVL,Eublepharidae (Novosolov et al. 2013),Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Gekkota,Eublepharidae,Coleonyx reticulatus,Terrestrial,no,8.9,1.22,0.01,Nocturnal,Carnivorous,Oviparous,2.0,2.0,28.0,30,28.0,11.0,SVL,Eublepharidae (Novosolov et al. 2013),Captivity,Slavens and Slavens 1999,Kratochvil & Frynta 2002,
Sauria,Gekkota,Eublepharidae,Coleonyx variegatus,Terrestrial,no,15.2,0.94,-0.51,Nocturnal,Carnivorous,Oviparous,2.0,2.0,26.1,11.0,32.4,10.9,SVL,Eublepharidae (Novosolov et al. 2013),Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Gekkota,Eublepharidae,Eublepharis macularius,Terrestrial,no,29.0,2.02,0.34,Nocturnal,Carnivorous,Oviparous,2.5,2.5,NA,13.0,26.8,10.9,SVL,Eublepharidae (Novosolov et al. 2013),Captivity,Bauer 2013,Pyron and Burbrink 2014,
Sauria,Gekkota,Eublepharidae,Goniurosaurus kuroiwae,Arboreal_plus,no,9.4,1.31,-0.26,Nocturnal,Carnivorous,Oviparous,2.0,3.0,26.0,20,26.7,10.7,SVL,Eublepharidae (Novosolov et al. 2013),Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Gekkota,Eublepharidae,Hemitheconyx caudicinctus,Terrestrial,no,16.2,1.97,0.26,Nocturnal,Carnivorous,Oviparous,2.0,NA,NA,12.0,11.2,11.5,SVL,Eublepharidae (Novosolov et al. 2013),Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Gekkota,Gekkonidae,Afroedura africana,Terrestrial,no,3.6,0.75,NA,Diurnal,Carnivorous,Oviparous,2.0,NA,NA,0,29.6,11.0,SVL,Gekkoninae (Novosolov et al. 2013),Captivity,Werner et al. 1993,Genus (Pyron and Burbrink 2014),
Sauria,Gekkota,Gekkonidae,Afroedura transvaalica,Terrestrial,no,2.1,0.90,-0.31,Nocturnal,Carnivorous,Oviparous,1.5,NA,NA,NA,19.8,11.5,SVL,Gekkoninae (Novosolov et al. 2013),Captivity,Slavens and Slavens 1999,Genus (Pyron and Burbrink 2014),
Sauria,Gekkota,Gekkonidae,Ailuronyx seychellensis,Arboreal_plus,no,6.2,1.46,-0.16,Nocturnal,Omnivorous,Oviparous,1.5,NA,NA,NA,4.6,10.9,SVL,Gekkoninae (Novosolov et al. 2013),Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Gekkonidae,Alsophylax pipiens,Terrestrial,no,3.5,0.23,-0.84,Nocturnal,Carnivorous,Oviparous,1.5,3.0,25.2,12.0,46.5,10.6,SVL,Gekkoninae (Novosolov et al. 2013),Nature,Szczerbak and Golubev 1996,Pyron and Burbrink 2014,
Sauria,Gekkota,Gekkonidae,Blaesodactylus boivini,Arboreal_plus,no,5.2,1.81,0.37,Cathemeral,Carnivorous,Oviparous,2.0,NA,NA,NA,12.7,11.4,SVL,Gekkoninae (Novosolov et al. 2013),Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Gekkonidae,Blaesodactylus sakalava,Arboreal,no,8.0,1.33,0.59,Cathemeral,Carnivorous,Oviparous,NA,NA,NA,NA,21.3,11.7,SVL,Gekkoninae (Novosolov et al. 2013),Captivity,Werner et al. 1993,Pyron and Burbrink 2014,
Sauria,Gekkota,Gekkonidae,Bunopus blanfordii,Terrestrial,no,6.0,0.7,-0.6,Cathemeral,Carnivorous,Oviparous,2.0,NA,0.0,NA,0.0,0.0,SVL,Gekkoninae (Novosolov et al. 2013),Captivity,TAUM,Sister of Bunopus tuberculatus,
Sauria,Gekkota,Gekkonidae,Chondrodactylus angulifer,Terrestrial,no,10.8,1.43,0.12,Nocturnal,Carnivorous,Oviparous,1.8,3.0,25.6,12,27.3,10.8,SVL,Gekkoninae (Novosolov et al. 2013),Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Gekkota,Gekkonidae,Chondrodactylus bibronii,Arboreal_plus,no,6.1,1.28,-0.34,Nocturnal,Carnivorous,Oviparous,2.0,1.5,29.8,NA,31.0,11.0,SVL,Gekkoninae (Novosolov et al. 2013),Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Gekkota,Gekkonidae,Christinus marmoratus,Arboreal_plus,no,12.8,0.85,-0.92,Nocturnal,Omnivorous,Oviparous,1.8,1.0,24.0,24.0,33.7,11.3,SVL,Gekkoninae (Novosolov et al. 2013),Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Gekkota,Gekkonidae,Colopus wahlbergii,Terrestrial,no,5.5,0.69,NA,Nocturnal,Carnivorous,Oviparous,2.0,NA,25.1,NA,23.1,11.3,SVL,Gekkoninae (Novosolov et al. 2013),Captivity,TAUM,Pyron and Burbrink 2014,
